GENE	Bileck cyt	Bileck Nucl
NDUFS6	30	70
RPL32	30	70
RPS15	30	70
RUVBL1	30	70
RUVBL2	30	70
TOMM40	30	70
TXLNA	30	70
WDR82	30	70
BCKDK	62	38
CAPZA2	62	38
CCDC97	62	38
DDA1	62	38
EIF3D	62	38
EIF3H	62	38
EIF4G2	62	38
GSK3A	62	38
KPNB1	62	38
LCK	62	38
MAP4K1	62	38
MBOAT7	62	38
MLKL	62	38
RXRB	62	38
SEC13	62	38
SLC25A20	62	38
TMEM11	62	38
TWF2	62	38
WASF2	62	38
ARPC2	39	61
ATP6V0D1	39	61
C15orf40	39	61
CDK12	39	61
CNOT6L	39	61
GOSR1	39	61
LRMP	39	61
LTN1	39	61
MYADM	39	61
NDUFS3	39	61
NDUFS7	39	61
RPL15	39	61
RPL27	39	61
RPS27A	39	61
SURF1	39	61
VPS33A	39	61
YARS2	39	61
AAK1	74	26
ANXA2	74	26
ATP6V1B2	74	26
ATP6V1E1	74	26
BAG1	74	26
BRCC3	74	26
BTF3	74	26
CDK6	74	26
COA6	74	26
CR1	74	26
EEF1G	74	26
EXOC5	74	26
HSPA1A	74	26
NDUFAF3	74	26
NDUFB5	74	26
NMT1	74	26
NMT2	74	26
PCNP	74	26
PPBP	74	26
SGSH	74	26
TRAPPC2P1	74	26
TSSC1	74	26
AP2M1	46	54
ARMC1	46	54
C17orf75	46	54
COX5A	46	54
CSNK2B	46	54
DSC1	46	54
DTD1	46	54
HRNR	46	54
MLST8	46	54
MYL9	46	54
NDUFA5	46	54
POLG	46	54
POLR1C	46	54
RNMT	46	54
RPRD1B	46	54
RPS14	46	54
RPS20	46	54
SEC61A1	46	54
TRIM5	46	54
UBE2I	46	54
ACTG1	56	44
ARHGEF11	56	44
AZU1	56	44
CDK5RAP3	56	44
CHRAC1	56	44
CNNM3	56	44
CYC1	56	44
DDX10	56	44
DHX38	56	44
DMXL2	56	44
DOCK2	56	44
EIF1AY	56	44
EIF4ENIF1	56	44
FCN1	56	44
KDM3B	56	44
LAMTOR3	56	44
LARP1	56	44
LSM2	56	44
NDUFA12	56	44
PSTPIP1	56	44
RBM47	56	44
RNASEL	56	44
RPL7L1	56	44
RPSA	56	44
SIRPB1	56	44
SIRPB1	56	44
SRP19	56	44
STXBP5	56	44
YBX1	56	44
APEX1	33	67
CD2AP	33	67
DCAF7	33	67
EZH1	33	67
FAM78A	33	67
FGL2	33	67
GNAI2	33	67
GTPBP6	33	67
HNRNPF	33	67
MGA	33	67
NTPCR	33	67
SDE2	33	67
SRPK2	33	67
SUPV3L1	33	67
SYNCRIP	33	67
TMEM192	33	67
AP2A1	52	48
AP2B1	52	48
ARCN1	52	48
ARG1	52	48
COMMD1	52	48
COQ6	52	48
ELF1	52	48
FARSB	52	48
GP1BA	52	48
IKBKE	52	48
KRT10	52	48
KRT71	52	48
KRT9	52	48
MAP4	52	48
MTX1	52	48
PABPC1	52	48
RAB35	52	48
RPS18	52	48
SLC25A13	52	48
SSR1	52	48
TMEM55B	52	48
WDR1	52	48
BUB3	10	90
CORO2A	10	90
EXOC2	10	90
FLOT1	10	90
GEMIN4	10	90
GEMIN6	10	90
GPR89C	10	90
HEATR1	10	90
HNRNPUL2	10	90
KIAA0430	10	90
NDUFS4	10	90
NDUFV3	10	90
NUP43	10	90
NXT2	10	90
PNKP	10	90
PRPF31	10	90
RAE1	10	90
RNF20	10	90
STRN3	10	90
SUPT4H1	10	90
TAF4	10	90
TAGLN3	10	90
VASP	10	90
ZHX2	10	90
ARMC7	48	52
CALML5	48	52
CEP170	48	52
COPZ1	48	52
COX7A2	48	52
DICER1	48	52
DYNLL2	48	52
EMD	48	52
KRT16	48	52
MPO	48	52
NDUFS1	48	52
PIP	48	52
RPS19	48	52
VAPA	48	52
MRPS23	100	1
TOMM70A	52	48
TOMM40L	48	52
WARS2	79	21
XPNPEP3	100	1
TARS2	86	14
TIMM44	100	1
RARS2	100	1
APOBEC3G	43	57
CSNK1A1	43	57
HSH2D	43	57
KRT6B	43	57
MAP7D1	43	57
NDUFA10	43	57
SERPINB12	43	57
SPG11	43	57
SRP54	43	57
SVIP	43	57
ZFP36	43	57
UQCRH	64	36
YME1L1	1	100
UQCR11	1	100
THNSL1	100	1
AAAS	1	100
AATF	1	100
ABL1	1	100
ABLIM1	1	100
ACBD5	1	100
ACD	1	100
ACP5	1	100
ACTR3B	1	100
ACTR6	1	100
ADAR	1	100
ADD2	1	100
ADNP	1	100
AFF1	1	100
AHCTF1	1	100
AKAP17A	1	100
AKAP2	1	100
AKAP8	1	100
AKNA	1	100
ALG6	1	100
ALMS1	1	100
ALPK3	1	100
ANAPC10	1	100
ANAPC2	1	100
ANG	1	100
ANGEL2	1	100
ANGPT1	1	100
ANKRD11	1	100
ANKRD12	1	100
API5	1	100
APOBEC3F	1	100
APTX	1	100
AQR	1	100
ARGLU1	1	100
ARHGEF10L	1	100
ARID1A	1	100
ARID1B	1	100
ARID2	1	100
ARID3B	1	100
ARID4A	1	100
ARID4B	1	100
ARID5A	1	100
ARL6IP4	1	100
ASXL2	1	100
ASZ1	1	100
ATAD2	1	100
ATAD2B	1	100
ATAD3B	1	100
ATF1	1	100
ATF2	1	100
ATF7	1	100
ATF7IP	1	100
ATM	1	100
ATP11C	1	100
ATP1A2	1	100
ATP2B3	1	100
ATR	1	100
ATRIP	1	100
ATRX	1	100
ATXN1L	1	100
ATXN7	1	100
BACH2	1	100
BAK1	1	100
BAP1	1	100
BAP18	1	100
BAZ1A	1	100
BAZ1B	1	100
BAZ2A	1	100
BAZ2B	1	100
BBX	1	100
BCAS2	1	100
BCL11B	1	100
BCL7B	1	100
BCL7C	1	100
BCLAF1	1	100
BHLHE40	1	100
BMP2K	1	100
BMS1	1	100
BOP1	1	100
BPTF	1	100
BRD1	1	100
BRD2	1	100
BRD3	1	100
BRD4	1	100
BRD7	1	100
BRD8	1	100
BRD9	1	100
BRIX1	1	100
BRMS1	1	100
BRMS1L	1	100
BUD13	1	100
C11orf48	1	100
C11orf57	1	100
C17orf85	1	100
C19orf47	1	100
C1orf131	1	100
C1orf174	1	100
C1QA	1	100
C2orf49	1	100
C3orf17	1	100
C5orf24	1	100
C7orf26	1	100
C7orf50	1	100
C9orf114	1	100
C9orf89	1	100
CACNA2D2	1	100
CAPN5	1	100
CAPZB	1	100
CASP8AP2	1	100
CBLL1	1	100
CBX6	1	100
CBX7	1	100
CBX8	1	100
CCAR1	1	100
CCDC101	1	100
CCDC127	1	100
CCDC130	1	100
CCDC137	1	100
CCDC151	1	100
CCDC69	1	100
CCDC71L	1	100
CCDC82	1	100
CCDC84	1	100
CCDC86	1	100
CCNL1	1	100
CCNL2	1	100
CD160	1	100
CD3EAP	1	100
CDC27	1	100
CDC40	1	100
CDC5L	1	100
CDC73	1	100
CDK10	1	100
CDK19	1	100
CDK2AP2	1	100
CDK7	1	100
CDPF1	1	100
CDYL	1	100
CEBPB	1	100
CEBPD	1	100
CEBPG	1	100
CEBPZ	1	100
CENPB	1	100
CENPC	1	100
CENPM	1	100
CENPV	1	100
CEP120	1	100
CEP128	1	100
CEP135	1	100
CEP164	1	100
CEP192	1	100
CEP57	1	100
CEP78	1	100
CETN2	1	100
CETN3	1	100
CFL2	1	100
CHAC1	1	100
CHCHD6	1	100
CHD2	1	100
CHD3	1	100
CHD4	1	100
CHD6	1	100
CHD9	1	100
CHERP	1	100
CHTOP	1	100
CIRH1A	1	100
CIZ1	1	100
CLASRP	1	100
CLDND1	1	100
CLK2	1	100
CLK3	1	100
CLTC	1	100
CMAS	1	100
CNOT8	1	100
CNTROB	1	100
COIL	1	100
COL1A2	1	100
CORO1A	1	100
COX15	1	100
CPSF1	1	100
CPSF2	1	100
CPSF4	1	100
CREBBP	1	100
CREBRF	1	100
CREM	1	100
CRIP2	1	100
CRIPT	1	100
CRNKL1	1	100
CSGALNACT2	1	100
CSNK1E	1	100
CSNK1G1	1	100
CSNK1G2	1	100
CSTF3	1	100
CTC1	1	100
CTCF	1	100
CTDSPL2	1	100
CTNNB1	1	100
CTR9	1	100
CTSF	1	100
CTTN	1	100
CUX1	1	100
CUX1	1	100
CWC22	1	100
CWC25	1	100
CWF19L2	1	100
CXCL3	1	100
CXXC1	1	100
DAAM1	1	100
DAPK3	1	100
DAXX	1	100
DBI	1	100
DBNL	1	100
DCAF13	1	100
DCDC2C	1	100
DCP2	1	100
DCUN1D3	1	100
DDB2	1	100
DDX18	1	100
DDX21	1	100
DDX23	1	100
DDX25	1	100
DDX26B	1	100
DDX31	1	100
DDX41	1	100
DDX47	1	100
DDX49	1	100
DDX50	1	100
DDX52	1	100
DDX54	1	100
DDX55	1	100
DEAF1	1	100
DECR2	1	100
DEK	1	100
DEPDC5	1	100
DGAT1	1	100
DGCR14	1	100
DGCR8	1	100
DHRS7B	1	100
DHX33	1	100
DHX35	1	100
DHX37	1	100
DHX8	1	100
DIDO1	1	100
DIEXF	1	100
DIP2A	1	100
DIP2B	1	100
DKC1	1	100
DLG3	1	100
DMAP1	1	100
DNASE1L1	1	100
DNTTIP1	1	100
DNTTIP2	1	100
DOCK7	1	100
DPF2	1	100
DROSHA	1	100
DSG4	1	100
DSN1	1	100
DUSP14	1	100
DYRK1B	1	100
E4F1	1	100
EBNA1BP2	1	100
EDC3	1	100
EFR3A	1	100
EGR1	1	100
EGR2	1	100
EHMT1	1	100
EHMT2	1	100
EIF2S1	1	100
EIF2S3L	1	100
ELF4	1	100
EMILIN1	1	100
EMILIN2	1	100
EP300	1	100
EPC1	1	100
EPC2	1	100
EPX	1	100
ERBB2IP	1	100
ERCC3	1	100
ESF1	1	100
ESRRA	1	100
ETV3	1	100
ETV6	1	100
EWSR1	1	100
EXOC6	1	100
EXOG	1	100
F10	1	100
FAM101B	1	100
FAM103A1	1	100
FAM111A	1	100
FAM126A	1	100
FAM175A	1	100
FAM25D	1	100
FAM50B	1	100
FAM60A	1	100
FAM76A	1	100
FAM76B	1	100
FBL	1	100
FBLL1	1	100
FBRS	1	100
FBXO11	1	100
FBXO28	1	100
FBXO34	1	100
FBXW11	1	100
FCF1	1	100
FGFR1OP	1	100
FIP1L1	1	100
FMNL2	1	100
FNDC3B	1	100
FOSL2	1	100
FOXK2	1	100
FOXN3	1	100
FTSJ3	1	100
FYN	1	100
FYTTD1	1	100
GANAB	1	100
GAR1	1	100
GATA3	1	100
GATAD1	1	100
GATAD2A	1	100
GATAD2B	1	100
GDAP1	1	100
GIMAP2	1	100
GIT2	1	100
GLE1	1	100
GLTSCR1	1	100
GLTSCR1L	1	100
GLUD2	1	100
GLYR1	1	100
GNAI1	1	100
GNL2	1	100
GNL3	1	100
GNL3L	1	100
GON4L	1	100
GPATCH1	1	100
GPATCH4	1	100
GPATCH8	1	100
GPS2	1	100
GRAMD4	1	100
GRID2	1	100
GRK5	1	100
GTF2E2	1	100
GTF2H1	1	100
GTF2H3	1	100
GTF2H4	1	100
GTF3C1	1	100
GTF3C2	1	100
GTF3C3	1	100
GTPBP4	1	100
GUF1	1	100
H1F0	1	100
H1FX	1	100
H2AFY	1	100
H2AFY2	1	100
HAUS2	1	100
HAUS5	1	100
HAUS6	1	100
HBP1	1	100
HCFC2	1	100
HDHD2	1	100
HIRA	1	100
HIST1H1A	1	100
HKDC1	1	100
HLTF	1	100
HMG20A	1	100
HMG20B	1	100
HMGA1	1	100
HMGN2	1	100
HMGXB4	1	100
HNRNPA2B1	1	100
HNRNPAB	1	100
HNRNPC	1	100
HNRNPD	1	100
HNRNPDL	1	100
HNRNPM	1	100
HNRNPR	1	100
HP1BP3	1	100
HS2ST1	1	100
HSPA6	1	100
IK	1	100
IKZF1	1	100
IKZF3	1	100
IL4I1	1	100
ILF3	1	100
IMP3	1	100
IMP4	1	100
ING3	1	100
ING4	1	100
ING5	1	100
INIP	1	100
INO80	1	100
INO80B	1	100
INO80C	1	100
INO80D	1	100
INO80E	1	100
INTS1	1	100
INTS10	1	100
INTS12	1	100
INTS2	1	100
INTS3	1	100
INTS4	1	100
INTS5	1	100
INTS6	1	100
INTS8	1	100
INTS9	1	100
IRF1	1	100
IRF2	1	100
ISG20L2	1	100
ITIH4	1	100
ITPR2	1	100
ITPR3	1	100
JMJD1C	1	100
JUN	1	100
JUND	1	100
KANSL2	1	100
KANSL3	1	100
KAT2A	1	100
KAT2B	1	100
KAT5	1	100
KAT6A	1	100
KCNAB1	1	100
KCNAB2	1	100
KCTD18	1	100
KDM1B	1	100
KDM2A	1	100
KDM2B	1	100
KDM3A	1	100
KDM4C	1	100
KDM5A	1	100
KDM6B	1	100
KIAA0020	1	100
KIAA0195	1	100
KIAA1211	1	100
KIAA1429	1	100
KIAA1551	1	100
KIF2A	1	100
KIN	1	100
KLC2	1	100
KLF2	1	100
KMT2D	1	100
KMT2E	1	100
KRR1	1	100
KRT25	1	100
KRT32	1	100
KRT35	1	100
KRT36	1	100
KRT37	1	100
KRT75	1	100
KRT82	1	100
KRT83	1	100
KRT85	1	100
KRT86	1	100
KRTCAP2	1	100
KTN1	1	100
L3MBTL3	1	100
LAS1L	1	100
LAT2	1	100
LEF1	1	100
LEO1	1	100
LIG3	1	100
LIMA1	1	100
LIME1	1	100
LIN37	1	100
LIN52	1	100
LIN54	1	100
LIN9	1	100
LMNA	1	100
LMNB1	1	100
LMNB2	1	100
LMO7	1	100
LRCH1	1	100
LRIF1	1	100
LRRC15	1	100
LRWD1	1	100
LSM14A	1	100
LSP1	1	100
LTBP1	1	100
LTBP2	1	100
LUC7L	1	100
LUZP1	1	100
LYAR	1	100
LYPD2	1	100
LZTR1	1	100
MAD1L1	1	100
MAFF	1	100
MAFG	1	100
MAK16	1	100
MAN1A2	1	100
MAN2A1	1	100
MAN2A2	1	100
MATK	1	100
MAU2	1	100
MAZ	1	100
MB21D1	1	100
MBD1	1	100
MBD2	1	100
MBD3	1	100
MBD4	1	100
MBNL1	1	100
MBTD1	1	100
MCAT	1	100
MCM3AP	1	100
MCRS1	1	100
MDC1	1	100
MDM1	1	100
MEAF6	1	100
MECP2	1	100
MED1	1	100
MED10	1	100
MED12	1	100
MED13	1	100
MED13L	1	100
MED14	1	100
MED15	1	100
MED17	1	100
MED19	1	100
MED21	1	100
MED22	1	100
MED24	1	100
MED25	1	100
MED26	1	100
MED27	1	100
MED28	1	100
MED29	1	100
MED31	1	100
MED4	1	100
MED6	1	100
MED8	1	100
MEN1	1	100
MESDC1	1	100
MFAP1	1	100
MINA	1	100
MLLT6	1	100
MMTAG2	1	100
MNAT1	1	100
MNT	1	100
MORC2	1	100
MORF4L1	1	100
MORF4L2	1	100
MPG	1	100
MPHOSPH10	1	100
MPHOSPH8	1	100
MRGBP	1	100
MRPS22	1	100
MSANTD4	1	100
MSL1	1	100
MSL2	1	100
MSL3	1	100
MTA1	1	100
MTA3	1	100
MTCP1	1	100
MTF2	1	100
MTG1	1	100
MTIF3	1	100
MTX2	1	100
MUS81	1	100
MXD4	1	100
MYBBP1A	1	100
MYC	1	100
MYEF2	1	100
MYH13	1	100
MYO1C	1	100
MYO1D	1	100
NABP2	1	100
NAIF1	1	100
NAT10	1	100
NBN	1	100
NCAPD3	1	100
NCAPG2	1	100
NCL	1	100
NCOA5	1	100
NDNL2	1	100
NEBL	1	100
NEDD1	1	100
NEFL	1	100
NEIL1	1	100
NFIA	1	100
NFIC	1	100
NFYA	1	100
NGDN	1	100
NHEJ1	1	100
NHP2	1	100
NIFK	1	100
NIP7	1	100
NIPBL	1	100
NKAP	1	100
NKRF	1	100
NMNAT3	1	100
NO66	1	100
NOC2L	1	100
NOC3L	1	100
NOC4L	1	100
NOL10	1	100
NOL11	1	100
NOL12	1	100
NOL6	1	100
NOL7	1	100
NOL8	1	100
NOL9	1	100
NOLC1	1	100
NOP10	1	100
NOP14	1	100
NOP16	1	100
NOP2	1	100
NOP56	1	100
NOP58	1	100
NPAT	1	100
NPRL2	1	100
NR2C2	1	100
NR4A1	1	100
NRDE2	1	100
NRF1	1	100
NSA2	1	100
NSMCE1	1	100
NSMCE2	1	100
NSMCE4A	1	100
NT5E	1	100
NTHL1	1	100
NUBP2	1	100
NUP153	1	100
NUP205	1	100
NUP35	1	100
NUP85	1	100
NUP98	1	100
NUPL2	1	100
NVL	1	100
NXT1	1	100
OASL	1	100
OBFC1	1	100
ORC1	1	100
ORC2	1	100
ORC4	1	100
ORC5	1	100
PABPC3	1	100
PADI4	1	100
PAF1	1	100
PAK3	1	100
PALLD	1	100
PAPD4	1	100
PAPD5	1	100
PARP1	1	100
PATZ1	1	100
PAX5	1	100
PAXIP1	1	100
PBRM1	1	100
PBX2	1	100
PCF11	1	100
PCGF1	1	100
PCGF5	1	100
PCGF6	1	100
PDCD11	1	100
PDCD7	1	100
PDLIM7	1	100
PDS5A	1	100
PDS5B	1	100
PEO1	1	100
PHC1	1	100
PHC2	1	100
PHC3	1	100
PHF1	1	100
PHF10	1	100
PHF11	1	100
PHF12	1	100
PHF14	1	100
PHF20	1	100
PHF20L1	1	100
PHF21A	1	100
PHF3	1	100
PHF6	1	100
PHF8	1	100
PHRF1	1	100
PIAS1	1	100
PIAS4	1	100
PIBF1	1	100
PINX1	1	100
PIP5K1A	1	100
PLEC	1	100
PLEKHG3	1	100
PLEKHG7	1	100
PLRG1	1	100
PNISR	1	100
PNO1	1	100
PNPLA8	1	100
POC1B	1	100
POGZ	1	100
POLB	1	100
POLDIP3	1	100
POLG2	1	100
POLR1A	1	100
POLR1B	1	100
POLR1E	1	100
POM121	1	100
POM121C	1	100
POP4	1	100
POP5	1	100
POU2F2	1	100
PPAN	1	100
PPHLN1	1	100
PPIE	1	100
PPIL2	1	100
PPM1D	1	100
PPM1M	1	100
PPP1CA	1	100
PPP1R10	1	100
PPP1R12C	1	100
PPP1R16B	1	100
PRAM1	1	100
PRDM10	1	100
PRDM2	1	100
PRKRIP1	1	100
PRKRIR	1	100
PRPF38A	1	100
PRPF38B	1	100
PRPF40A	1	100
PRPF40B	1	100
PRPF4B	1	100
PRPF6	1	100
PRPF8	1	100
PRR12	1	100
PRR14	1	100
PTP4A2	1	100
PTPN18	1	100
PTRH1	1	100
PWP2	1	100
PYHIN1	1	100
QARS	1	100
RAD21	1	100
RAI1	1	100
RANBP6	1	100
RARA	1	100
RAVER1	1	100
RBBP4	1	100
RBBP6	1	100
RBM10	1	100
RBM12B	1	100
RBM14	1	100
RBM15	1	100
RBM17	1	100
RBM18	1	100
RBM19	1	100
RBM25	1	100
RBM26	1	100
RBM27	1	100
RBM28	1	100
RBM33	1	100
RBM34	1	100
RBM42	1	100
RBM45	1	100
RBM48	1	100
RBM4B	1	100
RBM6	1	100
RBM7	1	100
RBMXL1	1	100
RBPJL	1	100
RCL1	1	100
RCOR1	1	100
RCOR3	1	100
RECQL5	1	100
RERE	1	100
REST	1	100
REXO4	1	100
RFC1	1	100
RFWD2	1	100
RFX1	1	100
RFX3	1	100
RFXANK	1	100
RFXAP	1	100
RGPD4	1	100
RIF1	1	100
RMDN2	1	100
RMI2	1	100
RNASE4	1	100
RNF166	1	100
RNF169	1	100
RNMTL1	1	100
RNPC3	1	100
RNPS1	1	100
RPF1	1	100
RPF2	1	100
RPP38	1	100
RPP40	1	100
RPS19BP1	1	100
RPS3	1	100
RRP1	1	100
RRP12	1	100
RRP15	1	100
RRP1B	1	100
RRP36	1	100
RRP7A	1	100
RRP8	1	100
RRP9	1	100
RRS1	1	100
RSBN1L	1	100
RSF1	1	100
RSL1D1	1	100
RSRC1	1	100
RSRC2	1	100
RUNX1	1	100
RUNX2	1	100
RUNX3	1	100
S100A3	1	100
SAMD1	1	100
SAP130	1	100
SAP18	1	100
SAP30	1	100
SAP30L	1	100
SART1	1	100
SATB1	1	100
SCAF11	1	100
SCAF4	1	100
SCLT1	1	100
SCML2	1	100
SCML4	1	100
SCOC	1	100
SDAD1	1	100
SDCCAG3	1	100
SENP1	1	100
SENP3	1	100
SENP7	1	100
SETD1B	1	100
SETDB1	1	100
SETMAR	1	100
SF1	1	100
SFMBT1	1	100
SFSWAP	1	100
SHKBP1	1	100
SIN3A	1	100
SIN3B	1	100
SIPA1L1	1	100
SIPA1L3	1	100
SIRPG	1	100
SIRT6	1	100
SKAP1	1	100
SLC25A12	1	100
SLC30A6	1	100
SLC39A7	1	100
SLITRK1	1	100
SLPI	1	100
SLU7	1	100
SMAD4	1	100
SMARCA1	1	100
SMARCA2	1	100
SMARCA4	1	100
SMARCA5	1	100
SMARCAD1	1	100
SMARCB1	1	100
SMARCC1	1	100
SMARCC2	1	100
SMARCD1	1	100
SMARCD2	1	100
SMARCE1	1	100
SMC1A	1	100
SMC3	1	100
SMC5	1	100
SMC6	1	100
SMN1	1	100
SMTN	1	100
SMU1	1	100
SNIP1	1	100
SNRNP200	1	100
SNRNP27	1	100
SNRNP35	1	100
SNRNP40	1	100
SNRNP48	1	100
SNRNP70	1	100
SNRPC	1	100
SON	1	100
SP110	1	100
SP140	1	100
SP140L	1	100
SP2	1	100
SP3	1	100
SPAG16	1	100
SPECC1L	1	100
SPEN	1	100
SPICE1	1	100
SPIN1	1	100
SPTBN1	1	100
SPTY2D1	1	100
SRBD1	1	100
SREK1	1	100
SRF	1	100
SRFBP1	1	100
SRRM1	1	100
SRRM2	1	100
SRSF1	1	100
SRSF10	1	100
SRSF4	1	100
SRSF5	1	100
SRSF8	1	100
SS18	1	100
SSRP1	1	100
STAG1	1	100
STAG2	1	100
STK19	1	100
SUGP1	1	100
SUGP2	1	100
SUN2	1	100
SUPT20H	1	100
SURF6	1	100
SUZ12	1	100
SYNE1	1	100
SYNE3	1	100
SYNM	1	100
TADA1	1	100
TADA2B	1	100
TAF10	1	100
TAF11	1	100
TAF13	1	100
TAF1L	1	100
TAF2	1	100
TAF3	1	100
TAF5	1	100
TAF5L	1	100
TAF6	1	100
TAF6L	1	100
TAF8	1	100
TAF9B	1	100
TAOK2	1	100
TASP1	1	100
TBL1X	1	100
TBL3	1	100
TBP	1	100
TCEB3	1	100
TCF7	1	100
TCOF1	1	100
TDRD3	1	100
TERF2	1	100
TFAP4	1	100
TFDP1	1	100
TFDP2	1	100
TFIP11	1	100
TFPT	1	100
THAP11	1	100
THOC1	1	100
THOC2	1	100
THOC3	1	100
THOC5	1	100
THOC6	1	100
THOC7	1	100
THRAP3	1	100
TINF2	1	100
TLK1	1	100
TLK2	1	100
TMEM126B	1	100
TMEM194B	1	100
TMEM209	1	100
TMEM214	1	100
TMOD2	1	100
TNRC6C	1	100
TOP1	1	100
TOP2B	1	100
TOP3B	1	100
TP53BP1	1	100
TPR	1	100
TRERF1	1	100
TRIM24	1	100
TRIM27	1	100
TTC14	1	100
TTC17	1	100
TTC21A	1	100
TUBGCP4	1	100
TXNL4A	1	100
UBTF	1	100
UHRF2	1	100
UIMC1	1	100
UQCRB	1	100
URB2	1	100
USF2	1	100
UTP11L	1	100
UTP14A	1	100
UTP23	1	100
UTP3	1	100
VEZF1	1	100
VNN1	1	100
VPS72	1	100
VRK2	1	100
VRK3	1	100
WDR18	1	100
WDR24	1	100
WDR46	1	100
WDR59	1	100
XPC	1	100
XYLT1	1	100
YTHDC1	1	100
ZBTB44	1	100
ZC3H18	1	100
ZC3H4	1	100
ZC3HC1	1	100
ZFYVE26	1	100
ZMYM3	1	100
ZNF106	1	100
ZNF512B	1	100
A2ML1	1	99
ACIN1	1	99
APOOL	1	99
AUH	1	99
BYSL	1	99
CALD1	1	99
CBX5	1	99
CCDC12	1	99
CGGBP1	1	99
CHCHD3	1	99
CHTF8	1	99
CHTF8	1	99
CPSF7	1	99
CSTF1	1	99
CSTF2T	1	99
DDX46	1	99
DHX16	1	99
DNAJC11	1	99
DNMT1	1	99
E2F4	1	99
ERCC2	1	99
ERH	1	99
EXOSC10	1	99
FNBP4	1	99
GZMA	1	99
H2AFV	1	99
HIRIP3	1	99
HIST1H1C	1	99
HIST1H1D	1	99
HIST1H3A	1	99
HIST2H2AB	1	99
HIST2H2BD	1	99
HIST2H3A	1	99
HIST2H3PS2	1	99
KHDRBS1	1	99
KRT33B	1	99
LUC7L3	1	99
MLLT1	1	99
MRRF	1	99
MTA2	1	99
NFRKB	1	99
NIN	1	99
NMNAT1	1	99
NONO	1	99
NSUN5	1	99
NUP107	1	99
NUP160	1	99
NUP188	1	99
PCNT	1	99
PELP1	1	99
PMF1	1	99
PPIG	1	99
PRKDC	1	99
PRPF4	1	99
RBM22	1	99
RCC1	1	99
RGS19	1	99
RPRD2	1	99
SAFB2	1	99
SAMM50	1	99
SCAF1	1	99
SF3A2	1	99
SF3B1	1	99
SF3B6	1	99
SMG8	1	99
SMNDC1	1	99
SRSF2	1	99
SRSF7	1	99
SRSF9	1	99
SUPT16H	1	99
SYMPK	1	99
TOE1	1	99
USP39	1	99
WDR70	1	99
ZNF143	1	99
ACTN4	2	98
ALKBH5	2	98
ASH2L	2	98
CDK11B	2	98
CDK17	2	98
CDKN2AIP	2	98
CHD8	2	98
COMTD1	2	98
CTNNBL1	2	98
CWC15	2	98
DBN1	2	98
DDX5	2	98
DDX56	2	98
ECHDC2	2	98
EFTUD2	2	98
FGFR1OP2	2	98
GMEB2	2	98
GTF3C5	2	98
HIST1H1B	2	98
HIST1H1E	2	98
HIST1H4A	2	98
HIST2H2AC	2	98
HIST3H2BB	2	98
HNRNPA3	2	98
ISY1	2	98
IWS1	2	98
JUNB	2	98
KRT7	2	98
LENG8	2	98
MED30	2	98
MEPCE	2	98
NUP210	2	98
NUP93	2	98
ODF2	2	98
ORC3	2	98
PES1	2	98
PHF2	2	98
POLR2I	2	98
PQBP1	2	98
PRPF19	2	98
PSPC1	2	98
RAD50	2	98
RANBP2	2	98
RB1	2	98
RBBP5	2	98
RBL2	2	98
RBMX	2	98
RBPJ	2	98
RFX5	2	98
RYBP	2	98
SCAF8	2	98
SETD1A	2	98
SF3A1	2	98
SF3B2	2	98
SNRPA1	2	98
SRRT	2	98
SRSF3	2	98
SUMO1	2	98
SYF2	2	98
TAF1	2	98
TAF15	2	98
TSR1	2	98
UTP20	2	98
ABT1	3	97
ACTR5	3	97
AKAP9	3	97
ATAD3A	3	97
BRPF1	3	97
CCDC158	3	97
CCNK	3	97
CLP1	3	97
CPSF3	3	97
CPSF3L	3	97
CSTF2	3	97
DDX17	3	97
DDX39A	3	97
DHX9	3	97
DOCK9	3	97
EED	3	97
EMG1	3	97
EMSY	3	97
FUS	3	97
FXR2	3	97
HELZ	3	97
IRF2BP1	3	97
KRI1	3	97
MATR3	3	97
MITD1	3	97
MKI67	3	97
NCBP1	3	97
NCOA6	3	97
NPM3	3	97
NUDT16L1	3	97
NUP133	3	97
NUP214	3	97
NUP37	3	97
NUP54	3	97
PHF23	3	97
PIGU	3	97
POT1	3	97
PSIP1	3	97
RALY	3	97
RBM39	3	97
RNF2	3	97
RNGTT	3	97
SF3A3	3	97
SF3B3	3	97
SF3B4	3	97
SF3B5	3	97
SLTM	3	97
SNRPA	3	97
SNRPB	3	97
SNRPB2	3	97
SNRPF	3	97
SP100	3	97
SPTAN1	3	97
SRSF11	3	97
SUDS3	3	97
SUPT6H	3	97
TCERG1	3	97
TFAM	3	97
TNRC6B	3	97
TRMT1L	3	97
ZNF148	3	97
ANAPC7	4	96
ATP6V0C	4	96
C12orf43	4	96
CEP250	4	96
CNTRL	4	96
CPM	4	96
CREB1	4	96
CTSW	4	96
DDX27	4	96
DDX51	4	96
EFHD1	4	96
ELF2	4	96
ELL	4	96
GPKOW	4	96
HABP4	4	96
HCFC1	4	96
HIST1H2AC	4	96
HNRNPL	4	96
IMMT	4	96
KANSL1	4	96
MIOS	4	96
MNDA	4	96
MPP7	4	96
MRE11A	4	96
MRFAP1	4	96
NPM1	4	96
NSL1	4	96
PHF5A	4	96
PHIP	4	96
POLR2A	4	96
