GENE	Bileck cyt	Bileck Nucl
TMEM40	100	1
TMEM65	100	1
TMEM9B	100	1
TMLHE	100	1
TMSB4X	100	1
TMX1	100	1
TNFAIP8	100	1
TNFRSF1B	100	1
TNIP1	100	1
TNIP2	100	1
TNS3	100	1
TOM1L2	100	1
TOMM6	100	1
TOR1AIP2	100	1
TOR1AIP2	100	1
TOR2A	100	1
TOR2A	100	1
TOR3A	100	1
TPD52	100	1
TPD52L2	100	1
TPMT	100	1
TPP2	100	1
TPRG1L	100	1
TPRKB	100	1
TRADD	100	1
TRAF2	100	1
TRAF6	100	1
TRAFD1	100	1
TRAP1	100	1
TRAPPC12	100	1
TRAPPC13	100	1
TRAPPC2L	100	1
TRAPPC6A	100	1
TRAPPC8	100	1
TRDMT1	100	1
TREML1	100	1
TRIM58	100	1
TRIP10	100	1
TRIP6	100	1
TRMT11	100	1
TRMT13	100	1
TRMT5	100	1
TRNT1	100	1
TRPV2	100	1
TSC2	100	1
TSC22D2	100	1
TSEN15	100	1
TSFM	100	1
TTC33	100	1
TTC38	100	1
TTLL12	100	1
TTYH3	100	1
TUBA1A	100	1
TUBA8	100	1
TXN2	100	1
TXNDC17	100	1
TXNDC2	100	1
TYK2	100	1
UAP1L1	100	1
UBA2	100	1
UBA6	100	1
UBA7	100	1
UBAC1	100	1
UBE2B	100	1
UBE2D1	100	1
UBE2E3	100	1
UBE2G1	100	1
UBE2H	100	1
UBE2J1	100	1
UBE2K	100	1
UBE2L6	100	1
UBE2Q1	100	1
UBE2R2	100	1
UBE3A	100	1
UBE3C	100	1
UBE4A	100	1
UBIAD1	100	1
UBQLN2	100	1
UBR4	100	1
UBXN4	100	1
UFSP2	100	1
UNC119	100	1
USP11	100	1
USP19	100	1
USP24	100	1
USP28	100	1
USP32	100	1
USP4	100	1
USP47	100	1
USP8	100	1
VAMP3	100	1
VAMP4	100	1
VAMP5	100	1
VARS2	100	1
VAV2	100	1
VMA21	100	1
VMP1	100	1
WBP2	100	1
WDR4	100	1
WEE1	100	1
WNK1	100	1
XPO6	100	1
XPO7	100	1
YIPF4	100	1
ZBTB8OS	100	1
ZC3H12A	100	1
ZC3HAV1L	100	1
ZDHHC20	100	1
ZFAND6	100	1
ZMYM6NB	100	1
AAMP	98	2
ACAP2	98	2
ACSF3	98	2
ADO	98	2
AGTRAP	98	2
AHCYL1	98	2
AKT1	98	2
AKT2	98	2
ALDOC	98	2
ANKRD44	98	2
ANO6	98	2
ANXA1	98	2
APAF1	98	2
APBB1IP	98	2
APOBEC3A	98	2
APOC2	98	2
ARHGAP25	98	2
ARHGDIA	98	2
ARHGDIB	98	2
ATG5	98	2
ATIC	98	2
ATP5D	98	2
ATP5J2	98	2
B2M	98	2
BCKDHA	98	2
BLOC1S3	98	2
C14orf159	98	2
CAPNS1	98	2
CARS	98	2
CASP8	98	2
CCDC25	98	2
CCDC43	98	2
CCDC88A	98	2
CCDC91	98	2
CD22	98	2
CES1	98	2
CFHR5	98	2
CLIC3	98	2
CNDP2	98	2
CNPY2	98	2
COASY	98	2
COG4	98	2
COPS2	98	2
COPS3	98	2
COPS7B	98	2
CPNE1	98	2
CPQ	98	2
CPT2	98	2
CRKL	98	2
CSTB	98	2
CYP1B1	98	2
DAK	98	2
DCK	98	2
DNPEP	98	2
ECM29	98	2
ELP3	98	2
EML2	98	2
ENO1	98	2
ERLEC1	98	2
ERO1L	98	2
ETFB	98	2
ETFDH	98	2
FABP5	98	2
FAHD1	98	2
FAS	98	2
G6PD	98	2
GDAP2	98	2
GMIP	98	2
GPD2	98	2
GSN	98	2
GSR	98	2
GSTP1	98	2
HARS2	98	2
HEXA	98	2
HEXB	98	2
HMHA1	98	2
HOOK3	98	2
HS1BP3	98	2
HSP90B1	98	2
HYPK	98	2
IDH2	98	2
IDS	98	2
IFIT5	98	2
IGHG2	98	2
IPCEF1	98	2
IPO4	98	2
IRF3	98	2
IRF5	98	2
ITGA5	98	2
ITGA6	98	2
ITGAX	98	2
ITGB2	98	2
ITPK1	98	2
LAP3	98	2
LETM1	98	2
LMAN2	98	2
LRRC40	98	2
LTA4H	98	2
MAPK3	98	2
MAT2B	98	2
MCCC2	98	2
ME2	98	2
MECR	98	2
METTL7A	98	2
MIF	98	2
MOB3A	98	2
MRPL13	98	2
MRPL15	98	2
MRPL17	98	2
MRPL38	98	2
MRPL4	98	2
MRPL44	98	2
MRPS6	98	2
MYOF	98	2
NAA25	98	2
NAE1	98	2
NARFL	98	2
NARS2	98	2
NBAS	98	2
NEK7	98	2
NME1	98	2
NT5C2	98	2
NUCB1	98	2
NUDC	98	2
OLA1	98	2
OSBP	98	2
OXCT1	98	2
OXSM	98	2
OXSR1	98	2
PANK4	98	2
PARG	98	2
PARP4	98	2
PCCB	98	2
PDCD6	98	2
PDHX	98	2
PDIA4	98	2
PDP1	98	2
PEPD	98	2
PFKFB3	98	2
PFKM	98	2
PGAM1	98	2
PGK1	98	2
PHGDH	98	2
PIK3AP1	98	2
PMPCA	98	2
POLD2	98	2
POLE4	98	2
PPM1F	98	2
PPP2R2D	98	2
PPP6C	98	2
PRDX5	98	2
PRDX6	98	2
PRKAA1	98	2
PRKAR1A	98	2
PTEN	98	2
PTMA	98	2
PTPRC	98	2
PTPRE	98	2
PUS1	98	2
RAB10	98	2
RAB11FIP1	98	2
RAB27B	98	2
RAB29	98	2
RAB31	98	2
RANBP3	98	2
RBCK1	98	2
REL	98	2
RETN	98	2
RGS10	98	2
RPIA	98	2
RPS6KA3	98	2
SACM1L	98	2
SARS2	98	2
SASH3	98	2
SCRN1	98	2
SELPLG	98	2
SERPINB9	98	2
SERPINC1	98	2
SHMT2	98	2
SNX17	98	2
SNX6	98	2
SOD1	98	2
STK17B	98	2
SUGT1	98	2
TALDO1	98	2
TBC1D5	98	2
TBRG4	98	2
TCL1A	98	2
THG1L	98	2
TIMM50	98	2
TM9SF2	98	2
TNFAIP8L2	98	2
TNPO2	98	2
TNPO3	98	2
TOM1	98	2
TPI1	98	2
TRIM21	98	2
TRIM23	98	2
TSN	98	2
TSTD1	98	2
TXNDC5	98	2
TXNRD1	98	2
TXNRD2	98	2
UGP2	98	2
USP15	98	2
USP9X	98	2
XPNPEP1	98	2
ABHD10	96	4
ACBD3	96	4
ACSL4	96	4
AGPAT1	96	4
ALDOA	96	4
APCS	96	4
ARAP1	96	4
ARF4	96	4
ARF6	96	4
ARIH1	96	4
ATP5C1	96	4
B3GALTL	96	4
C10orf11	96	4
C10orf54	96	4
C4BPA	96	4
C5orf22	96	4
CARS2	96	4
CCDC90B	96	4
CD47	96	4
CD74	96	4
CHCHD2	96	4
CHMP4B	96	4
CLIC1	96	4
COG5	96	4
COPS7A	96	4
CRELD2	96	4
CTSD	96	4
CUL5	96	4
DENND6A	96	4
DOK3	96	4
EFTUD1	96	4
ELOVL5	96	4
ERP44	96	4
FIS1	96	4
GMPR2	96	4
GOPC	96	4
HARS	96	4
HSP90AB1	96	4
HSP90AB2P	96	4
HSPD1	96	4
IGHA1	96	4
IRAK4	96	4
ITGB5	96	4
KIAA0930	96	4
KNG1	96	4
LPCAT3	96	4
LRRC57	96	4
MAPK1	96	4
MGST1	96	4
MMAA	96	4
MRPL22	96	4
MRPL37	96	4
MRPL43	96	4
MRPS9	96	4
MTMR6	96	4
MTSS1	96	4
MYLK	96	4
MYO5A	96	4
NCK1	96	4
OSTF1	96	4
PDE4DIP	96	4
PDIA6	96	4
PFKFB2	96	4
PLD4	96	4
POLR3F	96	4
PPAT	96	4
PPID	96	4
PPP3CA	96	4
PRDX3	96	4
PROSC	96	4
PSD4	96	4
PSMA1	96	4
PSMA2	96	4
PSMB1	96	4
PSMB4	96	4
PSMB6	96	4
PSMD14	96	4
PSMD2	96	4
PSPH	96	4
PTCD3	96	4
RAB1B	96	4
RAB22A	96	4
RAB39A	96	4
RAB7A	96	4
RDH13	96	4
RFT1	96	4
S100A9	96	4
SEC23A	96	4
SH3BGRL	96	4
SNX18	96	4
SPATA5	96	4
STAT2	96	4
STX10	96	4
STX12	96	4
STX6	96	4
STXBP3	96	4
SURF4	96	4
TARSL2	96	4
TATDN3	96	4
TLN1	96	4
TST	96	4
TUFM	96	4
UGDH	96	4
VBP1	96	4
VPS26A	96	4
VPS4B	96	4
WDR65	96	4
ADCK3	97	3
ADRM1	97	3
AGMAT	97	3
ALDH4A1	97	3
ALDH6A1	97	3
APOD	97	3
ARAF	97	3
ARSA	97	3
ATP5F1	97	3
ATP8A1	97	3
BIN1	97	3
BZW1	97	3
CANX	97	3
CAPN7	97	3
CAT	97	3
CD37	97	3
CD68	97	3
CDC37	97	3
CHMP6	97	3
CLASP2	97	3
CLC	97	3
CLIC5	97	3
CLIP1	97	3
CNPY3	97	3
COG6	97	3
COPS4	97	3
COPS5	97	3
COPS6	97	3
COPS8	97	3
COTL1	97	3
CPNE3	97	3
CREG1	97	3
CTSS	97	3
CYB5R4	97	3
CYTH1	97	3
DCAF11	97	3
DCTN5	97	3
DIS3L2	97	3
DNAJC9	97	3
DOK1	97	3
DPP7	97	3
DPYSL2	97	3
EIF2B1	97	3
EIF2B2	97	3
EIF5	97	3
ENO2	97	3
F2	97	3
FAM136A	97	3
FHOD1	97	3
FKBP4	97	3
FNBP1	97	3
FTL	97	3
FTO	97	3
GABARAP	97	3
GBF1	97	3
GCHFR	97	3
GDI1	97	3
GFER	97	3
GGCT	97	3
GIT1	97	3
GRIPAP1	97	3
HDGF	97	3
HSPE1	97	3
HVCN1	97	3
IGHA2	97	3
IGHG3	97	3
IPO7	97	3
ISCA2	97	3
ITGA2B	97	3
ITGB3	97	3
KIF5B	97	3
LY6G6F	97	3
MAN2B2	97	3
MESDC2	97	3
MICALL1	97	3
MRPL3	97	3
MRPL39	97	3
MRPS25	97	3
MTM1	97	3
NAPA	97	3
NCF4	97	3
NCOA2	97	3
NFATC2	97	3
NIPSNAP3A	97	3
NSF	97	3
NSFL1C	97	3
OGFR	97	3
P2RX4	97	3
P4HB	97	3
PAK2	97	3
PBXIP1	97	3
PCYOX1	97	3
PCYOX1L	97	3
PDCD5	97	3
PDE12	97	3
PDPK1	97	3
PFDN1	97	3
PFN1	97	3
PITRM1	97	3
PLG	97	3
PMVK	97	3
PON1	97	3
POP1	97	3
PPP2R2A	97	3
PPP5C	97	3
PRCP	97	3
PRDX2	97	3
PROS1	97	3
PRRC1	97	3
PSMB10	97	3
PSMB3	97	3
PSMD11	97	3
PSMD3	97	3
PSMD9	97	3
PSME2	97	3
PSME3	97	3
RAB14	97	3
RAB27A	97	3
RAB2A	97	3
RABEP2	97	3
RAC2	97	3
RANBP1	97	3
RHOG	97	3
ROCK1	97	3
ROCK2	97	3
RPS6KB1	97	3
S100A4	97	3
SAMSN1	97	3
SARS	97	3
SEC16A	97	3
SEL1L	97	3
SLC16A3	97	3
SORL1	97	3
SPATA13	97	3
ST13	97	3
STX17	97	3
TAB1	97	3
TECPR1	97	3
TESC	97	3
TFG	97	3
TKT	97	3
TOLLIP	97	3
TP53RK	97	3
TRIM65	97	3
TXNDC9	97	3
TXNL4B	97	3
UBE2V1	97	3
UBR1	97	3
UBXN6	97	3
USMG5	97	3
USP14	97	3
ACAT1	94	6
ADAM10	94	6
ANXA6	94	6
ARIH2	94	6
ATP5L	94	6
ATP5O	94	6
BCAP31	94	6
BCL9L	94	6
BNIP1	94	6
BSG	94	6
C9orf142	94	6
CARD9	94	6
CCDC58	94	6
CCT4	94	6
CCT7	94	6
CD3E	94	6
CDK2	94	6
CDK5	94	6
CHMP2A	94	6
CLU	94	6
CRTC3	94	6
DAPP1	94	6
DENND4B	94	6
DHODH	94	6
DIABLO	94	6
EIF2B4	94	6
EIF4H	94	6
FAF2	94	6
FAM175B	94	6
GAPDHS	94	6
GPS1	94	6
GXYLT1	94	6
HMCES	94	6
HSPA5	94	6
KCTD12	94	6
KIAA1328	94	6
LGALS1	94	6
MCM6	94	6
MEF2BNB	94	6
MRPL1	94	6
MRPL21	94	6
MRPL27	94	6
MRPL50	94	6
MRPS34	94	6
MVP	94	6
NAA10	94	6
OPA1	94	6
PIK3CG	94	6
PSMB2	94	6
PSMC5	94	6
PSMD7	94	6
PTPN7	94	6
RAB21	94	6
RAB8A	94	6
RRAS	94	6
SEC22B	94	6
SEC23B	94	6
SERPINB1	94	6
SH3BGRL3	94	6
SMEK2	94	6
SNX27	94	6
SQSTM1	94	6
STK38	94	6
SYNJ1	94	6
TAP2	94	6
TFB1M	94	6
THEMIS2	94	6
TMF1	94	6
TRAPPC6B	94	6
AP1M1	91	9
ARHGEF7	91	9
ATP5B	91	9
BAX	91	9
BCKDHB	91	9
C16orf62	91	9
CCDC115	91	9
CYB5B	91	9
CYBB	91	9
EIF2B3	91	9
FGD4	91	9
GTF2A2	91	9
HSD17B12	91	9
HSD17B8	91	9
HSPA9	91	9
HSPB1	91	9
IARS	91	9
IGLC2	91	9
LARS	91	9
LMF2	91	9
LRSAM1	91	9
MAP1LC3B	91	9
MPEG1	91	9
MRPL10	91	9
MRPL19	91	9
MRPS21	91	9
MRPS36	91	9
MYH9	91	9
PEX11B	91	9
PLEK	91	9
PLEKHS1	91	9
PRDX1	91	9
PSMD8	91	9
RAP1B	91	9
RHOT2	91	9
RPS6KA1	91	9
SCYL1	91	9
SFXN1	91	9
SLC25A46	91	9
SLC4A2	91	9
SOS1	91	9
SQRDL	91	9
STAMBP	91	9
STK4	91	9
TIMP1	91	9
TMEM55A	91	9
TRAPPC1	91	9
TUBB8	91	9
UBQLN1	91	9
VPS25	91	9
YWHAB	91	9
ABCF2	69	31
ACOT13	69	31
AGFG1	70	30
AP3S1	70	30
APOO	70	30
ASAP1	69	31
ASF1A	69	31
ATP6V1A	70	30
C17orf59	69	31
C1orf52	70	30
CYFIP1	70	30
DGKQ	70	30
DRG1	69	31
DYNC1LI1	70	30
DYNLL1	70	30
EBF2	69	31
ECM1	70	30
EIF2S2	69	31
EIF3E	70	30
ELMO1	70	30
EPB41	69	31
FGA	70	30
FGB	70	30
GLUD1	70	30
HSPA14	70	30
KPNA3	70	30
LGALS9	70	30
LIN7C	69	31
LPP	70	30
LSG1	70	30
LSM6	70	30
MTCH1	69	31
NAA30	70	30
NAF1	69	31
NCAPG	70	30
NDUFB2	70	30
NDUFC2	69	31
NLE1	70	30
PFKFB4	70	30
PPIF	69	31
RMND5A	70	30
RNASEH2B	69	31
RPS26	70	30
RPS27L	69	31
SEC61B	69	31
SERPINB3	69	31
SH3BP1	70	30
SLC25A5	70	30
STAU1	70	30
STX5	69	31
TBC1D4	70	30
TDP1	70	30
TMEM160	69	31
TMEM43	70	30
TPT1	69	31
YIF1B	70	30
ACAA2	93	7
AES	93	7
ANKFY1	93	7
ANP32B	93	7
ANXA3	93	7
ARHGAP15	93	7
ATP5H	93	7
BLOC1S4	93	7
CALR	93	7
CCT2	93	7
CCT3	93	7
CCT5	93	7
CD247	93	7
CISD2	93	7
CMC1	93	7
CYB561D2	93	7
CYHR1	93	7
DENND1A	93	7
DOK2	93	7
DPP4	93	7
ERMP1	93	7
G6B	93	7
GIGYF1	93	7
GPA33	93	7
GPX1	93	7
GSTK1	93	7
HBS1L	93	7
HRG	93	7
IFIT2	93	7
JAK1	93	7
LGALS7	93	7
MDH2	93	7
MEFV	93	7
MRPL11	93	7
MRPS28	93	7
NCF2	93	7
NCKIPSD	93	7
PARVG	93	7
PFDN2	93	7
PLD3	93	7
PSMA5	93	7
PSMA7	93	7
PSMC1	93	7
PSMD13	93	7
PTPN12	93	7
RASA2	93	7
RCSD1	93	7
RPS6KB2	93	7
RRM1	93	7
SAAL1	93	7
SDHA	93	7
SEC11C	93	7
SEC24B	93	7
SLC27A1	93	7
SLIRP	93	7
SPATA5L1	93	7
SSSCA1	93	7
STX4	93	7
TNRC18	93	7
TRMT2A	93	7
TSG101	93	7
TUBA1C	93	7
UBE2E1	93	7
UFC1	93	7
VCAN	93	7
VPS28	93	7
VPS37B	93	7
WDR91	93	7
XPA	93	7
ACOT8	92	8
ANKRD13A	92	8
ANP32E	92	8
ANXA11	92	8
ARHGAP30	92	8
ARRB1	92	8
ATP6V1B1	92	8
BLMH	92	8
C1QBP	92	8
CCT8	92	8
CD3D	92	8
CRIP1	92	8
CSDE1	92	8
CYBA	92	8
CYP2S1	92	8
DBT	92	8
ECH1	92	8
EHD4	92	8
EIF2B5	92	8
ERC1	92	8
GHDC	92	8
GPHN	92	8
HEXIM1	92	8
IBA57	92	8
IFITM1	92	8
IGKC	92	8
KEAP1	92	8
MCM2	92	8
MCM4	92	8
METAP2	92	8
MRPS7	92	8
MSN	92	8
MYH14	92	8
MYL1	92	8
NCOA1	92	8
NNT	92	8
OTUD6B	92	8
PAFAH1B1	92	8
PDK1	92	8
PPFIA1	92	8
PSMA3	92	8
PSMA6	92	8
PSMB8	92	8
PSMC6	92	8
PTPN2	92	8
RPS6KA4	92	8
SMG1	92	8
SNAPIN	92	8
SNF8	92	8
SPRYD4	92	8
STIP1	92	8
TBC1D10C	92	8
TBC1D9B	92	8
TMED10	92	8
YWHAE	92	8
ACLY	82	18
ARHGEF2	82	18
ATP1A1	82	18
BRE	82	18
CCZ1	82	18
CLTCL1	82	18
COMMD5	82	18
ETF1	82	18
FAM45A	82	18
GTPBP1	82	18
ICT1	82	18
MCM3	82	18
METTL16	82	18
MFN1	82	18
MRPL28	82	18
MRPS33	82	18
NDUFA4	82	18
PACSIN2	82	18
PIK3CD	82	18
SLC25A10	82	18
SLC25A42	82	18
SLC2A1	82	18
SPRR2E	82	18
SYK	82	18
SYNJ2BP	82	18
TMED4	82	18
TUBB2A	82	18
ULK3	82	18
ZNF516	82	18
AP1S1	89	11
ARHGAP31	89	11
ARHGEF18	89	11
ATP2A2	89	11
ATP5I	89	11
CS	89	11
CUL3	89	11
DCTN4	89	11
DRAP1	89	11
DUSP12	89	11
EZR	89	11
FBXO18	89	11
FMNL1	89	11
G6PC3	89	11
HECTD4	89	11
IGJ	89	11
ITCH	89	11
LGALS3	89	11
MARS	89	11
MROH1	89	11
MRPL16	89	11
MRPL23	89	11
MS4A1	89	11
NFKB1	89	11
PARVB	89	11
PDIA3	89	11
PIN1	89	11
PITPNM1	89	11
POLR3E	89	11
POLRMT	89	11
PTPN1	89	11
RAB5B	89	11
RAB5C	89	11
REPS1	89	11
STEAP4	89	11
STRAP	89	11
TMEM63A	89	11
TRAPPC10	89	11
TUBB	89	11
UBXN1	89	11
UQCR10	89	11
ACP6	79	21
AFF4	79	21
ANPEP	79	21
ARMC10	79	21
C1QC	79	21
COMMD3	79	21
COMMD9	79	21
COX6C	79	21
DAGLB	79	21
DSP	79	21
EBP	79	21
GTF2B	79	21
IGF2BP3	79	21
LARP4	79	21
METTL21A	79	21
NID1	79	21
OGDH	79	21
OPA3	79	21
PDK3	79	21
PHKB	79	21
PIK3C3	79	21
PPIL3	79	21
PTPN6	79	21
RNF170	79	21
SH2D3C	79	21
SLC7A5	79	21
SWAP70	79	21
TGFB1I1	79	21
TIMM22	79	21
TMEM205	79	21
UBQLN4	79	21
UXT	79	21
ACTR10	87	13
ARL6IP5	87	13
CAMSAP1	87	13
CD38	87	13
CLIC2	87	13
DARS	87	13
DGKZ	87	13
FECH	87	13
GEMIN5	87	13
GK2	87	13
GRSF1	87	13
IGHE	87	13
MAPK13	87	13
MLYCD	87	13
MRPL49	87	13
PGRMC2	87	13
PLCB2	87	13
POF1B	87	13
PTRH2	87	13
RAN	87	13
RASGRP2	87	13
RBX1	87	13
RGCC	87	13
RGS3	87	13
RNASE6	87	13
RNF7	87	13
SDHC	87	13
TNPO1	87	13
YWHAH	87	13
ABHD12	90	10
ADAP1	90	10
AEBP1	90	10
AP1B1	90	10
AP1S2	90	10
ARMCX3	90	10
BRI3	90	10
CCDC124	90	10
CPA4	90	10
DHRS4	90	10
EHHADH	90	10
EML4	90	10
ESYT2	90	10
FERMT3	90	10
GNA13	90	10
HADHB	90	10
INPP4A	90	10
LCN1	90	10
LIMS1	90	10
LST1	90	10
MAPK15	90	10
METTL13	90	10
MRPL41	90	10
MRPL9	90	10
NCF1	90	10
NME3	90	10
PCM1	90	10
PGRMC1	90	10
PREB	90	10
PSMD6	90	10
RAB5A	90	10
RALB	90	10
SEPHS2	90	10
SLC25A22	90	10
SLC30A7	90	10
SLC9A3R1	90	10
TACC1	90	10
TRAPPC9	90	10
TTC9C	90	10
ZFP36L1	90	10
AIFM1	38	62
ARPC4	38	62
CHD1L	38	62
CUTC	38	62
DCP1A	38	62
EPS15L1	38	62
IFI35	38	62
KIAA1033	38	62
KRT23	38	62
LYN	38	62
MON1B	38	62
MTPAP	38	62
NDUFB1	38	62
NDUFV2	38	62
NSD1	38	62
PPP1CB	38	62
RPS25	38	62
STOML2	38	62
TGFBRAP1	38	62
TOMM20	38	62
TRANK1	38	62
CRYZL1	61	39
CSNK2A1	61	39
CTBP1	61	39
DGKB	61	39
DNAJC2	61	39
EEF1B2	61	39
EIF3C	61	39
FAM208B	61	39
KPNA4	61	39
LAMTOR2	61	39
MTFR1L	61	39
MTHFD1L	61	39
NDUFAB1	61	39
OCIAD1	61	39
PDCD10	61	39
PIP4K2A	61	39
PLS3	61	39
RABL2B	61	39
RPS16	61	39
SELENBP1	60	39
SMEK1	61	39
SRGN	61	39
STUB1	61	39
UQCRFS1	61	39
AZGP1	57	43
CAPZA1	57	43
CD2	57	43
CHMP1B	57	43
DHX29	57	43
DMKN	57	43
DNAJB6	57	43
DOCK5	57	43
ELMO2	57	43
ENGASE	57	43
EPM2AIP1	57	43
GMFG	57	43
HIGD1A	57	43
KRAS	57	43
KRT1	57	43
NDUFA6	57	43
NDUFB4	57	43
PECR	57	43
POLA2	57	43
PRKRA	57	43
PURB	57	43
RMND1	57	43
RPL23	57	43
RPL30	57	43
UQCRC1	57	43
UTRN	57	43
WBSCR16	57	43
ADCY7	77	23
AIMP1	77	23
ALDH3B1	77	23
ARMC8	77	23
ATP2C1	77	23
C3orf58	77	23
DNAJB12	77	23
EEF1D	77	23
EIF5A	77	23
FGG	77	23
GTF2A1	77	23
GYPC	77	23
HIGD2A	77	23
IL2RG	77	23
JAZF1	77	23
MRPS18A	77	23
MUC16	77	23
NDUFAF4	77	23
NMD3	77	23
PEX16	77	23
RAP1A	77	23
RHOT1	77	23
RXRA	77	23
SART3	77	23
SLC25A4	77	23
TAOK3	77	23
TGM1	77	23
TRIP13	77	23
TTC37	77	23
UBE2G2	77	23
AGK	54	46
ALG13	54	46
C4orf27	54	46
CPN2	54	46
CTBP2	54	46
DOCK10	54	46
ETS1	54	46
GIGYF2	54	46
GOLGA3	54	46
HPSE	54	46
KIAA0196	54	46
KPNA1	54	46
NDUFA11	54	46
NDUFB7	54	46
NHSL2	54	46
PHB2	54	46
RNASEH2C	54	46
RPS23	54	46
RRAGA	54	46
SPTA1	54	46
CCNY	55	45
CYCS	55	45
DARS2	55	45
ERI3	55	45
GCC2	55	45
GP1BB	55	45
ICA1L	55	45
KRT14	55	45
KRT2	55	45
KRT5	55	45
KRT6A	55	45
LAMTOR1	55	45
MARK2	55	45
MIC13	55	45
MICU2	55	45
NCKAP1L	55	45
NDUFA7	55	45
NDUFB6	55	45
PIN4	55	45
RASAL3	55	45
RHBDF2	55	45
RHOF	55	45
RPS7	55	45
SKP1	55	45
ZNF622	55	45
CD5	72	28
CD8A	72	28
COX7A2L	72	28
CTU1	72	28
DAD1	72	28
DDX60	72	28
DNAJA2	72	28
FPGT	72	28
GGH	72	28
GMPS	72	28
LOH12CR1	72	28
MAST3	72	28
MRPL24	72	28
PEX1	72	28
PTPMT1	72	28
RANBP9	72	28
RPL36AL	72	28
SLC25A3	72	28
SNX9	72	28
SSH2	72	28
THBS1	72	28
TMEM109	72	28
UFD1L	72	28
VTI1B	72	28
ACTR1A	80	20
ASNS	80	20
ATP6V1D	80	20
BAG5	80	20
C10orf32	80	20
C2CD5	80	20
CD4	80	20
CLYBL	80	20
COMMD2	80	20
COPG2	80	20
CPVL	80	20
DCTN1	80	20
DCTN2	80	20
DCTN6	80	20
DCUN1D1	80	20
DDX19A	80	20
DGKA	80	20
DNAJB11	80	20
DR1	80	20
EIF3J	80	20
EIF4B	80	20
FIBP	80	20
FOXP1	80	20
HTRA2	80	20
KATNAL2	80	20
LYRM4	80	20
MFSD10	80	20
NLN	80	20
PDCD4	80	20
PLCD1	80	20
POLR3D	80	20
RAD23B	80	20
STX11	80	20
TBC1D10A	80	20
TM9SF3	80	20
VPS33B	80	20
ABCD1	59	41
ARFRP1	58	42
ARHGAP26	58	42
ATP13A1	58	42
BMI1	58	42
CSK	59	41
CUL1	58	42
CYFIP2	58	42
DECR1	59	41
DEDD	58	42
DEFA3	59	41
DYNLT3	59	41
GCN1L1	58	42
GPR56	58	42
KPRP	59	41
KRT78	58	42
KRT80	58	42
LAT	58	42
MCEMP1	58	42
MGMT	58	42
MYCBP2	58	42
NDUFA9	59	41
NDUFS2	59	41
PDDC1	58	42
PKP1	58	42
POLE3	58	42
S100A14	59	41
SLC25A1	58	42
STK11IP	59	41
STOM	58	42
TBC1D10B	58	42
TCF25	58	42
TNFAIP3	59	41
TTC5	58	42
UBL5	59	41
UQCRC2	58	42
ANKS1A	88	12
ARHGEF1	88	12
BECN1	88	12
C19orf66	88	12
CCM2	88	12
CPT1A	88	12
DENND3	88	12
FAM98C	88	12
FKBP5	88	12
FLII	88	12
HADHA	88	12
IMPDH2	88	12
LIMD1	88	12
MRPL45	88	12
MVB12B	88	12
NSMAF	88	12
NUDT16	88	12
PIK3R1	88	12
PIP4K2C	88	12
PLEKHA1	88	12
PTGES3	88	12
RAC1	88	12
SDHB	88	12
SPTB	88	12
STK10	88	12
TMC8	88	12
TMX2	88	12
UBASH3B	88	12
UBE2M	88	12
VPS29	88	12
AKAP13	83	17
AP3B1	83	17
BTF3L4	83	17
CCDC132	83	17
CD36	83	17
CLPTM1L	83	17
COMMD10	83	17
CSTA	83	17
DTD2	83	17
EGLN1	83	17
EPB41L3	83	17
FCGR2A	83	17
GORASP2	83	17
HSD17B10	83	17
MRPL14	83	17
MRPL2	83	17
MRPS2	83	17
MYL12A	83	17
NECAP2	83	17
NEMF	83	17
OMA1	83	17
PACS1	83	17
PCNA	83	17
PDAP1	83	17
PIH1D1	83	17
RHOH	83	17
RPA2	83	17
RPAP3	83	17
SH2D1A	83	17
SNAP23	83	17
STXBP2	83	17
TCEB1	83	17
TMEM30A	83	17
TROVE2	83	17
UFM1	83	17
ASPRV1	67	33
ATP6V1G1	67	33
BRAP	67	33
C1orf50	67	33
C9orf78	67	33
COPA	67	33
DENND4A	67	33
DNAJA1	67	33
DNAJC10	67	33
DSCR3	67	33
EHBP1L1	67	33
EIF1	67	33
EIF2A	67	33
EIF3I	67	33
EIF3M	67	33
FAM195B	67	33
FGR	67	33
GLG1	67	33
LPGAT1	67	33
MRM1	67	33
NDUFB3	67	33
NSUN4	67	33
PF4	67	33
PIK3R4	67	33
PPP1R21	67	33
PPP2CB	67	33
PPP2R1B	67	33
RPA1	67	33
SLC25A11	67	33
SMAD2	67	33
USP7	67	33
AP5M1	65	35
CCDC93	65	35
CHCHD4	65	35
COPE	65	35
COX4I1	65	35
DNAJB1	65	35
EEFSEC	65	35
EOMES	65	35
HSPA1L	65	35
KPNA2	65	35
LRRC47	65	35
LSM5	65	35
MAPK7	65	35
METTL14	65	35
METTL15	65	35
MRPL12	65	35
MST4	65	35
PABPC4	65	35
PURA	65	35
RALA	65	35
RPL10	65	35
RPN2	65	35
TMEM2	65	35
TRIM25	65	35
UPF2	65	35
ARPC3	30	70
CCDC53	30	70
DENR	30	70
DHX15	30	70
DNAJC13	30	70
FKBP3	30	70
GAS7	30	70
GCFC2	30	70
GNAZ	30	70
GPRIN3	30	70
MTCH2	30	70
