Gene	Rodriguez_Pineiro_1	Rodriguez_Pineiro_2	Rodriguez_Pineiro_3	Rodriguez_Pineiro_4	Rodriguez_Pineiro_5	Rodriguez_Pineiro_6	Rodriguez_Pineiro_7	Rodriguez_Pineiro_8	Rodriguez_Pineiro_9	Rodriguez_Pineiro_10	Rodriguez_Pineiro_11		Cyt Andreyev	Nucl Andreyev	Microsomes Andreyev	PM Andreyev	ER Andreyev	Mito Andreyev		Cyt Carvalho	Nucl Carvalho	Mit Carvalho		Cyt Boisvert	Nucl Boisvert	Nucleolus Boisvert		Cyt Pinto	Nucl Pinto	Tot Pinto		Cyt Choi	Nucl Choi	Pellet Choi	Nucl soluble Choi		Cyt Mulvey	Nucl Mulvey	Total Mulvey		cyt Bileck	Nucl Bileck		Cyt Thakar	Nucl Thakar	TOT Thakar		Cyt Larance	Nucleus Larance	Cytoskeleton Larance	Membrane Larance
NDUFA7	1	1	1	1	1	1	1	78	1	122	1		1	20	1	1	46	134		1	1	100		12	61	27		1	1	1		1	100	1	1		1	1	1		55	45		1	1	100		1	62	1	37
NDUFA9	1	1	1	1	4	20	16	24	94	24	16		1	22	1	1	38	138		1	85	15		26	62	12		1	67	33		1	62	30	8		1	66	34		59	41		1	30	70		1	20	61	19
NDUFB9	1	1	1	1	8	58	10	28	34	44	20		1	110	1	1	1	90		1	84	15		38	48	15		1	32	68		1	79	21	1		1	63	37		44	56		1	7	93		1	14	47	39
NDUFS4	1	1	1	1	1	1	1	1	1	1	1		1	62	1	20	16	102		1	1	1		28	52	20		1	1	1		1	100	1	1		1	1	1		10	90		1	1	1		1	33	33	34
NDUFS8	1	1	1	6	1	1	1	34	112	38	10		1	58	1	1	26	116		1	84	16		14	71	14		1	50	50		1	73	1	27		1	1	1		37	63		1	25	75		1	32	32	36
NDUFV1	1	1	1	1	1	30	30	38	74	16	10		1	42	1	4	46	108		1	69	31		11	66	23		1	61	39		1	69	31	1		1	57	43		51	49		1	51	49		1	13	33	55
NDUFV2	1	1	1	1	1	1	6	28	64	84	12		1	20	1	4	62	112		1	54	46		1	1	1		1	32	68		1	76	24	1		1	34	66		38	62		1	42	58		1	8	24	68
OXA1L	1	1	1	1	6	20	42	38	48	28	18		1	82	1	12	18	88		1	50	50		4	94	1		1	1	1		1	100	1	1		1	74	26		1	1		1	33	67		1	51	1	49
PGAM5	1	1	1	1	8	22	32	26	60	34	18		1	10	4	4	40	144		1	49	50		1	1	1		1	48	52		1	58	42	1		1	56	44		20	80		1	67	33		1	25	44	32
PTCD1	1	1	1	1	1	1	1	1	1	1	1		1	58	1	1	54	88		1	1	1		17	77	6		1	1	1		1	100	1	1		1	1	1		1	1		1	100	1		1	1	1	1
RNMTL1	1	20	1	1	1	1	14	26	138	1	1		1	54	1	1	56	90		1	17	83		66	25	10		1	1	100		1	1	1	1		1	1	1		1	100		1	1	100		1	1	1	1
SAMM50	1	1	1	1	1	1	32	44	112	10	1		1	28	1	8	72	92		2	81	17		1	79	19		1	1	1		1	54	46	1		1	88	12		1	99		1	19	81		1	11	85	4
SLC25A12	1	1	1	1	1	1	94	1	88	16	1		1	36	1	4	32	126		1	86	14		16	59	24		1	1	1		1	41	39	20		1	1	1		1	100		1	38	62		1	35	32	33
SSBP1	1	1	1	1	1	1	10	50	1	104	36		1	36	1	1	82	82		2	72	26		16	69	16		28	35	38		34	43	1	24		18	32	50		43	57		4	62	34		1	13	24	63
TIMM23	1	1	1	1	1	1	1	1	1	1	1		1	70	1	1	20	110		1	88	12		29	60	11		1	1	1		1	1	1	1		1	1	1		14	86		1	36	64		1	12	30	58
TOMM22	1	1	1	1	1	14	24	62	1	82	16		6	46	1	1	34	114		1	77	23		16	77	7		1	1	100		1	100	1	1		1	35	65		20	80		1	13	87		1	4	66	30
TOMM40	1	1	1	1	8	18	36	42	74	14	8		1	24	1	4	62	108		1	66	33		21	70	9		1	95	5		1	39	35	26		1	1	1		30	70		1	45	55		1	18	66	17
UQCRC1	1	1	1	1	14	28	32	52	52	12	8		1	24	1	4	44	130		1	75	25		14	68	18		1	59	41		1	100	1	1		1	46	54		57	43		1	26	74		1	13	50	36
UQCRFS1	1	1	1	1	1	1	1	1	1	1	1		1	76	1	1	12	110		2	69	29		8	67	26		1	1	1		1	75	25	1		1	19	81		61	39		1	40	60		1	13	31	56
VDAC1	1	1	1	1	10	24	36	36	52	24	16		1	24	1	6	42	126		4	74	22		19	74	7		43	47	10		49	22	13	16		1	37	63		26	74		2	30	68		1	9	81	10
VDAC2	1	1	1	1	8	22	30	32	64	18	22		1	26	1	8	16	148		3	73	24		14	78	8		34	53	13		43	29	15	14		1	1	1		25	75		8	28	64		1	4	73	22
VDAC3	1	1	1	1	8	16	38	36	66	22	16		1	26	4	14	42	114		1	85	14		24	67	9		1	78	22		21	35	16	28		1	72	28		23	77		4	30	66		1	17	77	5
VRK2	1	1	1	4	6	46	36	22	62	4	18		4	74	16	18	26	62		1	99	1		1	1	1		1	1	1		1	100	1	1		1	1	1		1	100		1	97	3		1	23	1	77
YME1L1	1	1	1	1	1	12	28	60	54	38	10		1	50	1	1	52	94		1	52	48		5	38	57		1	1	1		1	100	1	1		1	81	19		1	100		1	13	87		1	28	30	43
BCL2L13	1	1	1	1	1	1	1	1	1	1	1		1	52	1	4	26	114		8	58	34		17	71	12		1	1	100		1	1	1	1		1	28	72		100	1		1	1	100		1	1	1	100
BPHL	1	1	1	1	1	1	1	1	1	1	1		1	20	1	1	94	84		40	12	48		13	50	37		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
CARS2	1	1	1	1	1	1	1	1	1	1	1		1	50	1	1	80	68		2	55	42		68	23	9		1	1	100		100	1	1	1		1	1	1		96	4		1	1	100		29	1	1	70
CLPP	1	1	1	1	1	1	1	1	1	1	1		1	36	1	4	48	110		1	66	34		9	76	16		1	1	99		1	1	1	1		5	16	79		100	1		1	1	100		1	3	1	97
FXN	1	1	1	1	1	1	1	1	1	1	1		1	40	1	1	60	100		1	6	94		9	64	27		1	7	93		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	99
GFM2	1	1	1	1	1	1	1	1	1	1	1		1	60	1	1	18	122		1	1	100		37	49	14		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		26	1	1	74
HAX1	1	1	1	1	1	1	1	1	1	1	1		1	40	1	1	50	110		1	52	48		35	49	16		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	2	1	98
IDH3G	1	1	1	1	1	1	1	1	1	1	1		1	22	1	4	60	114		1	65	35		13	70	17		3	10	87		1	1	1	1		7	34	59		100	1		1	1	100		1	1	1	99
ISCA2	1	1	1	1	1	1	1	1	1	1	1		1	12	1	1	54	136		1	1	100		1	10	88		1	1	99		1	1	1	1		1	1	1		97	3		1	1	100		21	1	1	79
L2HGDH	1	1	1	1	1	1	1	1	1	1	1		1	34	1	8	68	92		1	19	81		55	35	10		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	33	1	67
MCCC1	1	1	1	1	1	1	1	1	1	1	1		1	22	1	1	100	76		6	64	30		1	1	1		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		4	1	1	96
MRPL13	1	1	1	1	1	1	1	1	1	1	1		1	46	1	14	44	96		5	50	44		79	17	4		1	16	84		1	53	47	1		1	51	49		98	2		1	42	58		1	9	13	77
MRPL14	1	1	1	1	1	1	1	1	1	1	1		1	12	1	1	36	152		1	1	100		20	66	14		1	1	100		51	1	49	1		1	1	1		83	17		1	22	78		1	16	20	64
MRPL18	1	1	1	1	1	1	1	1	1	1	1		4	50	1	1	16	132		1	21	79		7	73	20		1	1	100		1	1	1	1		1	60	40		100	1		1	1	100		1	29	1	71
MRPL21	1	1	1	1	1	1	1	1	1	1	1		1	42	1	1	62	96		1	58	42		96	1	1		1	1	100		1	1	1	1		1	1	1		94	6		1	2	98		1	19	14	68
MRPL23	1	1	1	1	1	1	1	1	1	1	1		1	18	1	14	96	70		1	67	33		14	73	14		1	1	100		1	1	1	1		1	1	1		89	11		1	35	65		1	5	33	62
MRPL24	1	1	1	1	1	1	1	1	1	1	1		1	30	1	1	108	62		1	64	36		16	66	18		1	1	100		1	1	1	1		1	47	53		72	28		1	1	100		1	6	29	65
MRPL4	1	1	1	1	1	1	1	1	1	1	1		1	18	1	1	94	88		1	91	9		12	63	24		1	23	77		1	1	1	1		1	1	1		98	2		1	21	79		1	17	14	69
MRPL41	1	1	1	1	1	1	1	1	1	1	1		1	76	1	1	18	106		1	55	45		9	75	15		1	1	100		1	1	1	100		1	85	15		90	10		1	10	90		1	14	24	62
MRPL49	1	1	1	1	1	1	1	1	1	1	1		1	32	1	1	70	98		70	1	30		14	73	14		1	67	33		43	41	16	1		1	37	63		87	13		1	26	74		1	24	9	67
MRPL50	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	90	108		1	1	100		37	55	8		1	1	100		1	1	1	1		1	1	1		94	6		1	2	98		1	28	1	72
MRPL9	1	1	1	1	1	1	1	1	1	1	1		1	46	1	1	52	102		4	40	56		1	96	3		1	11	89		1	1	1	1		1	37	63		90	10		1	40	60		1	27	9	64
MRPS10	1	1	1	1	1	1	1	1	1	1	1		1	62	1	1	16	122		1	1	100		4	79	17		1	1	100		1	1	1	1		1	1	1		100	1		1	24	76		1	17	1	83
MRPS11	1	1	1	1	1	1	1	1	1	1	1		1	26	1	1	46	124		1	37	63		4	79	17		1	43	57		1	1	1	1		1	1	1		95	5		1	9	91		1	30	1	70
MRPS17	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	76	124		1	70	30		1	1	1		1	9	91		1	1	1	1		1	1	1		100	1		1	27	73		1	4	1	96
MRPS35	1	1	1	1	1	1	1	1	1	1	1		1	56	1	1	32	110		1	54	46		15	69	16		1	17	83		1	1	1	1		1	1	1		95	5		1	1	100		1	12	9	79
MRPS7	1	1	1	1	1	1	1	1	1	1	1		4	40	1	1	42	114		1	3	97		24	58	18		1	27	73		1	1	100	1		1	62	38		92	8		1	42	58		1	12	1	88
MRPS9	1	1	1	1	1	1	1	1	1	1	1		1	60	1	1	54	86		6	61	33		18	74	9		1	18	82		1	1	1	1		1	1	1		96	4		1	37	63		1	9	15	76
NDUFS6	1	1	1	1	1	1	1	1	1	1	1		1	32	1	1	106	62		1	1	1		25	48	28		1	1	100		1	100	1	1		1	1	1		30	70		1	1	100		1	18	33	49
NFS1	1	1	1	1	1	1	1	1	1	1	1		4	32	1	4	30	130		1	54	46		35	54	11		1	20	80		1	1	1	1		1	1	100		95	5		1	1	100		1	1	1	98
PPOX	1	1	1	1	1	1	1	1	1	1	1		1	60	1	1	40	100		1	47	53		1	66	32		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
RARS2	1	1	1	1	1	1	1	1	1	1	1		1	54	1	12	56	78		20	46	34		53	29	18		1	1	100		100	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
TXN2	1	1	1	1	1	1	1	1	1	1	1		1	12	1	1	132	56		1	93	7		13	64	23		12	21	68		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	99
XPNPEP3	1	1	1	1	1	1	1	1	1	1	1		1	40	1	8	34	118		1	80	20		94	5	1		1	6	94		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
YARS2	1	1	1	1	1	1	1	1	1	1	1		1	52	1	1	56	94		1	74	26		19	70	11		1	21	79		1	1	1	1		1	1	1		39	61		1	4	96		1	3	2	95
DBT	1	1	1	1	1	1	18	1	168	1	14		1	54	1	4	12	130		1	86	14		64	31	5		1	1	1		1	1	1	1		1	1	1		92	8		1	31	69		1	84	1	16
DDX28	1	1	1	1	1	1	1	1	1	1	1		1	60	1	1	48	92		1	19	81		98	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	12	88		1	1	1	1
DHODH	1	1	1	1	1	1	10	40	120	16	12		1	36	1	1	46	118		5	54	41		51	37	12		1	100	1		1	1	1	1		1	1	1		94	6		1	1	100		1	1	1	1
ENDOG	1	1	1	1	1	1	1	1	1	1	1		1	90	1	1	6	104		1	1	100		1	1	1		62	33	5		1	1	1	1		1	1	1		14	86		1	1	100		1	1	1	1
ETFDH	1	1	1	1	4	12	18	12	96	46	12		1	54	1	6	28	112		1	16	84		1	1	1		1	1	1		1	1	1	1		1	41	59		98	2		1	1	100		1	1	1	1
GCAT	1	1	1	1	1	1	1	1	1	1	1		1	40	1	1	26	132		1	1	1		76	14	10		1	1	1		1	1	1	1		1	1	1		1	1		1	1	100		1	1	1	1
HCCS	1	1	1	1	1	1	1	1	1	1	1		1	60	1	1	24	116		1	54	45		7	80	13		1	1	1		1	1	1	1		1	64	36		100	1		1	1	100		1	1	1	1
MCL1	1	1	1	1	1	1	1	1	1	1	1		1	42	1	1	72	86		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
MFN1	1	1	1	1	1	1	1	1	1	1	1		1	48	1	1	76	76		3	28	69		97	1	1		1	1	1		1	1	1	1		1	1	1		82	18		1	1	100		50	1	1	50
MRPL40	1	1	1	1	1	1	1	1	1	1	1		1	56	1	1	22	122		1	1	100		44	37	19		5	80	15		1	1	1	1		1	1	1		100	1		1	7	92		1	25	1	75
MRPS30	1	1	1	1	1	1	1	1	1	1	1		1	52	1	10	30	106		1	54	46		69	26	5		1	1	1		1	1	1	1		1	1	1		100	1		1	1	100		1	37	1	63
NDUFB6	1	1	1	1	1	1	1	1	1	1	1		1	26	1	1	32	142		1	78	22		7	62	31		1	1	1		1	1	1	1		1	1	1		55	45		1	10	90		1	37	22	41
PDK1	1	1	1	1	1	1	1	1	152	1	48		1	42	1	1	44	114		1	1	100		1	1	1		1	1	1		1	1	1	1		1	1	1		92	8		1	1	100		1	1	1	1
PDK3	1	1	1	1	1	1	1	24	124	36	16		1	28	1	14	28	128		3	71	26		1	59	38		1	1	1		1	1	1	1		1	1	1		79	21		1	1	100		1	1	1	1
POLRMT	1	1	1	1	1	1	12	84	62	4	38		1	48	1	1	34	118		4	14	82		89	9	3		1	1	1		1	1	1	1		1	1	1		89	11		1	15	85		1	13	1	87
RDH13	1	1	1	1	1	1	28	36	102	22	10		1	60	1	1	36	106		1	28	72		31	44	24		1	1	1		1	1	1	1		1	1	1		96	4		1	1	100		1	1	1	1
RHOT2	42	44	24	4	1	10	14	14	36	6	6		1	52	1	6	28	114		3	63	34		16	65	20		1	1	1		1	1	1	1		1	1	1		91	9		1	13	87		1	1	51	47
SDHD	1	1	1	1	1	1	1	1	1	1	1		1	64	1	1	26	110		1	1	1		20	66	14		1	1	1		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
SLC25A22	1	1	6	1	1	8	26	46	60	46	8		1	28	1	1	46	126		9	63	28		23	70	6		1	1	1		1	1	100	1		1	1	1		90	10		1	15	85		1	100	1	1
SURF1	1	1	1	1	1	1	1	1	1	1	1		1	18	1	1	70	112		1	48	52		24	52	24		1	1	1		1	1	1	1		1	1	1		39	61		1	23	77		1	30	23	47
TIMM17B	1	1	1	1	1	1	1	1	1	1	1		1	62	1	1	36	100		1	72	28		7	67	27		1	1	1		1	1	1	1		1	1	1		100	1		1	1	100		1	67	1	33
VKORC1	1	1	1	1	1	1	1	1	1	1	1		1	66	1	1	88	46		10	84	6		1	1	1		1	1	1		1	1	1	1		1	1	1		76	24		1	5	95		1	1	1	1
CDIPT	1	1	1	1	1	1	1	1	1	200	1		1	1	1	1	1	1		2	96	2		92	7	1		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
GADD45GIP1	1	1	1	1	1	1	1	1	1	200	1		1	32	1	1	68	98		7	1	93		31	51	18		1	86	14		1	1	1	1		1	1	1		75	25		1	21	79		1	10	1	89
HDHD3	1	1	1	1	1	1	1	1	6	194	1		1	52	1	1	1	148		1	1	1		8	80	11		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
ICT1	1	1	1	1	1	1	1	1	1	200	1		1	1	1	1	1	1		1	44	56		1	58	40		1	32	68		1	1	1	1		1	22	78		82	18		1	14	86		1	23	1	77
LYRM7	1	1	1	1	1	1	1	1	1	200	1		1	1	1	1	1	1		1	1	100		39	49	11		1	1	100		1	1	1	1		72	28	1		100	1		1	1	100		1	2	1	98
MRPL11	1	1	1	1	1	1	1	1	1	200	1		1	60	1	1	26	114		6	7	87		9	75	16		1	10	90		1	100	1	1		1	44	56		93	7		1	54	46		1	16	12	72
MRPL47	1	1	1	1	1	1	1	1	1	200	1		1	32	1	1	42	126		1	51	48		30	54	15		1	1	100		1	1	1	1		1	85	15		99	1		1	1	100		1	13	10	77
MRPL53	1	1	1	1	1	1	1	1	1	200	1		1	70	1	1	32	98		1	38	62		24	59	18		1	1	100		1	1	1	1		1	1	1		95	5		1	57	43		1	32	1	68
MRPS28	1	1	1	1	1	1	1	1	1	200	1		1	1	1	1	1	1		1	1	100		7	78	16		1	1	100		1	1	1	1		1	11	89		93	7		1	57	43		1	8	28	65
NDUFA2	1	1	1	1	1	1	1	1	1	200	1		1	72	1	1	42	86		1	1	100		21	63	17		1	44	56		1	1	1	1		6	94	1		27	73		1	92	8		1	48	5	47
NDUFAF3	1	1	1	1	1	1	1	1	1	200	1		1	1	1	1	1	1		1	1	100		26	59	15		1	1	100		1	1	1	1		1	50	50		74	26		1	1	1		1	13	1	87
NDUFAF4	1	1	1	1	1	1	1	38	52	106	6		1	1	1	1	1	1		1	85	15		20	59	20		1	1	1		1	1	1	1		1	1	1		77	23		1	1	1		1	21	4	75
NDUFB4	1	1	1	1	1	1	1	1	1	200	1		1	1	1	1	1	1		6	51	43		16	65	19		1	1	1		1	40	60	1		1	1	1		57	43		1	11	89		1	12	31	57
NDUFC2	1	1	1	1	1	1	1	1	1	200	1		1	1	1	1	1	1		1	47	53		12	70	19		1	1	1		1	1	1	1		1	1	1		69	31		1	1	100		1	60	1	40
NDUFS7	1	1	1	1	1	1	1	1	1	200	1		1	32	1	10	72	84		4	65	31		17	65	17		1	1	100		1	100	1	1		1	39	61		39	61		1	29	71		1	16	32	52
PTPMT1	1	1	1	1	1	1	1	58	1	142	1		1	1	1	1	1	1		1	54	46		10	76	14		1	1	1		1	1	1	1		1	1	1		72	28		1	39	61		1	1	1	99
PUS1	1	1	1	1	1	1	1	78	1	94	28		1	1	1	1	1	1		23	49	28		26	46	28		1	1	99		1	1	1	1		1	1	1		98	2		17	5	78		7	1	1	93
SLIRP	1	1	1	1	1	1	14	48	1	106	32		1	1	1	1	1	1		1	4	96		1	1	1		1	10	90		1	1	1	1		1	1	1		93	7		6	11	83		1	4	7	89
SPRYD4	1	1	1	1	1	1	1	70	1	122	8		1	1	1	1	1	1		8	43	50		1	88	11		1	3	97		1	1	1	1		100	1	1		92	8		1	1	100		1	1	1	99
TFB1M	1	1	1	1	1	1	1	1	1	200	1		1	52	1	1	68	80		1	61	39		72	15	13		1	1	1		1	1	1	1		1	1	1		94	6		1	65	35		1	24	1	76
TMEM11	1	1	1	1	1	1	1	1	1	200	1		1	76	1	1	4	118		1	22	78		1	75	23		1	1	1		1	1	1	1		1	1	1		62	38		1	22	78		1	6	33	61
UQCRQ	1	1	1	1	12	1	8	72	1	96	12		1	1	1	1	1	1		1	71	28		11	70	18		1	1	100		1	1	1	1		1	1	1		76	24		1	23	77		1	7	33	60
ATP5L	1	1	1	1	10	24	28	46	1	60	30		1	1	1	1	1	1		1	59	41		25	60	15		1	51	49		1	1	1	1		1	1	1		94	6		1	11	89		1	3	1	97
COX5B	1	1	1	1	24	30	24	42	1	64	14		1	1	1	1	1	1		7	13	79		14	69	16		3	33	64		16	67	11	7		1	99	1		34	66		1	15	84		1	20	32	48
COX6C	1	1	1	1	16	24	28	40	1	60	30		1	1	1	1	1	1		1	70	30		12	76	12		1	72	28		1	1	1	1		1	1	1		79	21		1	55	45		1	25	10	65
COX7A2L	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	11	89		9	68	23		1	1	1		1	100	1	1		1	1	1		72	28		1	36	64		1	22	27	51
DECR1	1	1	1	1	1	10	22	44	62	38	22		1	1	1	1	1	1		1	55	44		10	78	12		1	49	51		29	38	20	14		8	28	64		59	41		1	13	87		1	6	1	94
FAM162A	1	1	1	1	22	32	28	48	1	58	12		1	1	1	1	1	1		1	78	22		20	65	15		1	100	1		1	100	1	1		1	35	65		99	1		1	29	71		1	23	8	68
NDUFA12	1	1	1	1	1	1	1	84	1	116	1		1	1	1	1	1	1		11	40	50		9	72	20		1	1	1		1	80	20	1		1	55	45		56	44		1	1	100		1	32	33	35
NDUFA6	1	1	1	1	12	20	24	40	1	80	24		1	1	1	1	1	1		3	24	74		4	79	17		1	1	100		1	100	1	1		26	74	1		57	43		1	1	100		1	9	7	84
NDUFB10	1	1	1	1	12	10	1	40	52	68	18		1	1	1	1	1	1		1	1	100		17	67	17		1	76	24		1	61	39	1		1	53	47		36	64		1	11	89		1	31	30	39
NDUFB5	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		3	59	37		11	74	15		1	1	1		1	1	1	1		1	43	57		74	26		1	18	82		1	48	1	52
OSTC	1	1	1	6	4	28	24	26	4	108	1		1	1	1	1	1	1		1	100	1		22	76	1		1	9	91		1	79	21	1		1	1	1		45	55		1	3	97		1	1	41	59
PHB	1	1	1	1	18	20	28	34	50	28	18		1	1	1	1	1	1		1	73	26		10	76	14		1	21	79		21	36	22	21		1	30	69		35	65		5	21	75		1	12	41	48
PHB2	1	1	1	1	16	16	24	30	54	40	18		1	1	1	1	1	1		1	72	27		17	67	15		1	14	86		40	33	12	14		1	72	28		54	46		1	15	84		1	15	33	53
PYCR1	1	1	1	1	24	4	12	30	70	42	16		1	1	1	1	1	1		1	58	42		8	79	13		1	1	100		55	30	15	1		7	55	38		1	1		2	16	82		1	4	1	95
TIMM13	1	1	1	1	16	1	40	54	1	48	44		1	1	1	1	1	1		16	2	82		22	68	10		37	55	9		1	1	1	1		33	67	1		78	22		1	26	74		1	3	1	97
UQCRC2	1	1	1	1	10	16	26	42	48	34	22		1	1	1	1	1	1		1	67	32		14	64	21		1	57	43		32	36	17	15		1	65	35		58	42		1	17	83		1	29	33	38
AK4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		2	30	68		1	1	1		1	1	100		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	99
ATP5S	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	100		1	71	27		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		3	1	6	91
C7orf55	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	100		3	76	21		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	99
C8orf82	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	100		18	64	18		14	1	85		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	99
EARS2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		9	46	45		43	25	31		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	100
HIGD1A	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	100		8	78	14		1	31	69		1	1	1	1		1	1	1		57	43		1	1	100		1	9	20	70
HSCB	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	3	97		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	100
LYRM4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		11	1	89		29	49	22		1	23	77		1	1	1	1		1	1	1		80	20		1	1	100		1	5	1	95
MACROD1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		4	74	22		1	5	95		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	99
MRPL17	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	31	69		4	72	23		1	51	49		1	1	1	1		1	1	1		98	2		1	42	58		1	4	17	79
MRPL20	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	27	72		4	76	20		1	1	100		1	1	1	1		1	32	68		100	1		1	27	73		1	9	1	91
MRPL27	18	1	24	8	10	32	10	8	12	56	20		1	1	1	1	1	1		1	16	84		31	47	22		1	17	83		1	1	1	1		1	1	1		94	6		1	1	100		1	2	24	74
MRPL54	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		28	42	30		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	2	1	98
MRPS14	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		3	32	65		49	43	7		1	1	100		1	1	1	1		1	1	1		100	1		1	2	98		1	6	1	94
MRPS18B	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		4	1	95		45	45	10		1	5	95		1	1	1	1		1	1	1		100	1		1	72	28		1	10	18	72
MRPS6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	39	61		16	64	20		1	1	100		1	1	1	1		1	1	1		98	2		1	29	71		1	13	1	87
OPA3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		3	1	97		1	67	31		1	1	1		1	1	1	1		1	1	1		79	21		1	1	100		1	1	1	100
OXSM	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	100		77	22	1		1	2	98		1	1	1	1		1	1	1		98	2		1	1	100		4	1	1	96
RMND1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	17	83		40	29	31		1	1	100		1	1	1	1		1	1	1		57	43		1	11	89		1	18	28	54
SDHAF2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	100		7	80	13		1	1	100		1	1	1	1		1	1	1		100	1		1	1	1		1	11	1	89
THNSL1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	100		1	84	15		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	100
COQ7	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		6	53	41		1	19	75		1	1	100		1	1	1	1		1	1	1		100	1		50	50	1		1	1	1	1
GTPBP3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	68	32		13	34	53		1	1	100		1	1	1	1		1	1	1		100	1		1	87	13		1	1	1	1
MRPL10	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	24	76		1	84	14		1	1	100		1	1	1	1		1	1	1		91	9		1	74	26		1	37	1	63
MRPL2	1	1	1	1	1	1	1	1	1	1	1		12	50	1	1	20	118		1	40	60		13	71	16		1	1	100		1	1	1	1		1	58	42		83	17		1	75	25		1	7	21	72
MRPL22	1	1	1	1	1	1	1	1	1	1	1		1	78	1	8	16	98		4	29	67		5	71	24		1	5	95		44	33	23	1		1	70	30		96	4		1	43	57		1	18	11	71
MRPL3	1	1	1	1	1	1	1	1	1	1	1		1	48	1	1	30	120		5	64	31		75	21	4		1	44	56		1	100	1	1		1	1	1		97	3		1	100	1		1	7	20	73
MRPL43	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		2	1	98		1	82	16		1	1	100		1	1	1	1		1	17	83		96	4		1	84	16		1	43	2	54
MRPL51	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		15	49	36		8	74	19		1	1	100		1	1	1	1		1	1	1		1	1		50	50	1		1	7	1	93
MRPS16	1	1	1	1	1	1	1	1	1	1	1		1	66	1	1	1	132		1	31	69		13	58	29		1	1	100		1	1	1	1		1	1	1		100	1		1	64	36		1	12	1	88
MRPS18A	1	1	1	1	1	1	1	1	1	1	1		1	82	1	1	18	100		1	25	74		14	73	12		1	1	100		1	1	1	1		1	1	1		77	23		100	1	1		1	25	1	75
