Gene	Cyt Carvalho	Nucl Carvalho	Mit Carvalho
NCAPG2	5	95	1
NCAPH	35	64	1
NCAPH2	5	95	1
NCBP1	8	92	1
NCBP2	17	83	1
NCBP2-AS2	1	71	29
NCDN	77	23	1
NCEH1	3	85	12
NCF2	51	48	1
NCF4	34	66	1
NCK2	72	27	1
NCKAP1L	15	84	1
NCKIPSD	83	17	1
NCL	44	56	1
NCLN	8	85	7
NCOA2	1	14	86
NCOA5	1	100	1
NCOR2	1	100	1
NCSTN	55	40	5
NDE1	26	31	43
NDNL2	4	95	1
NDRG3	100	1	1
NDUFA10	1	55	45
NDUFA11	2	89	8
NDUFA12	11	40	50
NDUFA13	1	86	14
NDUFA2	1	1	100
NDUFA3	1	40	60
NDUFA4	1	65	35
NDUFA5	1	10	90
NDUFA6	3	24	74
NDUFA7	1	1	100
NDUFA8	1	1	99
NDUFA9	1	85	15
NDUFAB1	2	73	25
NDUFAF1	1	1	100
NDUFAF2	1	38	62
NDUFAF3	1	1	100
NDUFAF4	1	85	15
NDUFAF6	1	75	25
NDUFB1	1	68	32
NDUFB10	1	1	100
NDUFB11	1	90	10
NDUFB3	1	68	32
NDUFB4	6	51	43
NDUFB5	3	59	37
NDUFB6	1	78	22
NDUFB7	1	50	50
NDUFB8	3	90	7
NDUFB9	1	84	15
NDUFC2	1	47	53
NDUFS1	1	77	22
NDUFS2	1	76	23
NDUFS3	1	62	38
NDUFS5	1	7	93
NDUFS7	4	65	31
NDUFS8	1	84	16
NDUFV1	1	69	31
NDUFV2	1	54	46
NECAP2	99	1	1
NEDD1	37	62	1
NEDD4	74	26	1
NEDD4L	100	1	1
NEDD8	64	36	1
NEFM	1	1	100
NEK7	41	58	1
NEK9	82	17	1
NEMF	93	7	1
NEO1	1	76	24
NES	17	82	1
NFKB1	50	49	1
NFKB2	46	53	1
NFS1	1	54	46
NFU1	1	71	29
NFXL1	88	7	6
NFYA	1	100	1
NFYB	1	100	1
NFYC	14	86	1
NGDN	1	100	1
NGLY1	92	8	1
NHLRC2	100	1	1
NHP2L1	100	1	1
NIF3L1	60	39	1
NINJ1	1	66	34
NIP7	1	99	1
NIPBL	29	70	1
NIPSNAP1	2	79	19
NIPSNAP3A	1	83	17
NIT1	74	24	2
NIT2	87	10	3
NKRF	2	98	1
NLE1	26	74	1
NLN	25	1	75
NLRC3	50	49	1
NMD3	14	83	3
NME1	64	33	3
NME2	74	26	1
NME2P1	67	28	6
NME3	1	50	50
NME4	1	1	100
NME6	1	2	98
NMI	100	1	1
NMNAT1	1	100	1
NMT1	68	30	2
NNT	1	78	22
NO66	1	100	1
NOB1	43	56	1
NOC2L	1	100	1
NOC3L	1	100	1
NOC4L	1	99	1
NOL10	1	99	1
NOL11	1	84	16
NOL6	3	97	1
NOL7	3	97	1
NOL8	11	89	1
NOL9	1	99	1
NOLC1	10	90	1
NOM1	4	96	1
NOMO1	7	80	13
NOMO2	18	40	41
NONO	6	92	3
NOP14	1	100	1
NOP16	11	89	1
NOP2	2	97	1
NOP56	7	92	1
NOP58	12	87	1
NOS1AP	1	1	100
NOSIP	100	1	1
NOTCH2	1	50	50
NPC1	1	94	6
NPC2	51	32	17
NPEPPS	72	26	2
NPLOC4	15	79	5
NPM1	21	78	1
NPM3	15	85	1
NPTN	8	77	16
NQO1	66	34	1
NQO2	100	1	1
NR2C2AP	100	1	1
NR2E3	100	1	1
NR3C1	100	1	1
NRAS	7	92	1
NRBP1	76	24	1
NRD1	90	10	1
NRP2	1	85	15
NRXN3	1	1	100
NRXN3	1	1	100
NSA2	1	97	3
NSDHL	9	85	7
NSF	9	84	6
NSFL1C	89	11	1
NSMCE1	17	83	1
NSUN2	69	30	2
NSUN4	1	48	52
NSUN5	2	97	1
NT5C	1	1	100
NT5C2	94	6	1
NT5DC1	86	13	1
NT5DC2	6	50	45
NT5DC3	1	77	23
NUB1	62	38	1
NUBP1	98	2	1
NUBP2	100	1	1
NUCB1	18	66	16
NUCB2	18	68	14
NUCKS1	100	1	1
NUDC	78	20	1
NUDCD1	60	39	1
NUDCD3	100	1	1
NUDT1	49	51	1
NUDT2	70	30	1
NUDT21	1	99	1
NUDT4	100	1	1
NUDT5	68	32	1
NUFIP2	97	1	3
NUMA1	1	100	1
NUMB	1	1	100
NUP107	1	99	1
NUP133	2	98	1
NUP153	7	92	1
NUP155	1	99	1
NUP160	1	99	1
NUP188	1	99	1
NUP205	5	95	1
NUP210	2	97	2
NUP214	17	82	1
NUP35	1	100	1
NUP37	8	92	1
NUP43	2	98	1
NUP50	21	79	1
NUP54	2	98	1
NUP62	8	92	1
NUP85	1	99	1
NUP88	4	94	2
NUP93	7	92	1
NUP98	1	99	1
NUPL1	3	96	1
NUS1	1	1	100
NUSAP1	13	79	8
NUTF2	54	46	1
NVL	1	100	1
NXF1	1	98	1
NXN	74	26	1
OAS2	19	78	3
OAS3	1	1	100
OAT	1	79	20
OCIAD1	1	83	17
OGDH	1	56	44
OGFOD1	39	61	1
OGFR	90	10	1
OGT	9	91	1
OLA1	74	26	1
OMA1	1	1	100
OPA1	1	58	40
OPA3	3	1	97
OPTN	50	49	2
ORAI1	1	52	48
ORC2	6	91	3
ORC3	1	99	1
ORC4	1	100	1
ORC5	1	100	1
ORMDL1	1	1	100
ORMDL3	9	84	7
OS9	1	40	60
OSBP	74	25	1
OSBPL1A	43	57	1
OSBPL6	100	1	1
OSBPL8	7	89	4
OSBPL9	33	33	33
OSGEP	75	24	1
OSTC	1	100	1
OSTF1	68	32	1
OTUB1	63	37	1
OTUD6B	33	33	33
OTX2	1	100	1
OXA1L	1	50	50
OXCT1	1	41	58
OXNAD1	66	3	31
OXSM	1	1	100
OXSR1	62	38	1
P2RX4	21	19	60
P4HA1	17	73	10
P4HB	19	67	14
PA2G4	55	42	3
PAAF1	86	14	1
PABPC1	79	18	3
PABPC4	89	8	3
PABPN1	4	96	1
PACS1	11	89	1
PACSIN2	52	46	2
PAF1	3	97	1
PAFAH1B1	62	37	1
PAFAH1B2	72	28	1
PAFAH1B3	73	27	1
PAG1	16	57	27
PAICS	62	37	1
PAIP1	45	54	1
PAK1IP1	8	92	1
PAK2	70	30	1
PAK4	57	42	1
PANK4	90	10	1
PANX1	66	1	34
PAPD4	1	100	1
PAPOLA	38	62	1
PAPOLG	2	98	1
PAPSS1	92	8	1
PARG	43	57	1
PARK7	86	13	1
PARL	1	45	55
PARN	3	96	1
PARP1	3	97	1
PARS2	1	1	100
PARVB	4	96	1
PASK	100	1	1
PATL1	93	5	2
PAXIP1	6	94	1
PBK	56	31	13
PBRM1	1	100	1
PBX1	1	100	1
PCBD1	62	38	1
PCBP1	26	73	1
PCCA	1	1	100
PCCB	1	71	29
PCF11	1	95	5
PCID2	8	92	1
PCK2	1	71	28
PCM1	18	82	1
PCMT1	80	11	9
PCNA	39	61	1
PCNP	100	1	1
PCYOX1	1	99	1
PCYOX1L	1	99	1
PCYT1A	73	27	1
PDAP1	97	3	1
PDCD10	28	69	3
PDCD11	1	99	1
PDCD2	100	1	1
PDCD2L	32	68	1
PDCD4	55	45	1
PDCD5	100	1	1
PDCD6	42	57	1
PDCD6IP	70	29	1
PDCL3	90	10	1
PDDC1	17	83	1
PDE11A	38	62	1
PDE12	42	39	19
PDF	10	18	72
PDHA1	1	42	57
PDHB	1	59	41
PDHX	12	38	50
PDIA3	21	75	4
PDIA4	21	63	16
PDIA6	15	81	4
PDK1	1	1	100
PDK2	1	82	18
PDK3	3	71	26
PDLIM5	99	1	1
PDP1	1	1	100
PDP2	1	1	100
PDPK2	17	83	1
PDPR	1	79	20
PDS5A	1	98	1
PDS5B	1	100	1
PDSS1	1	1	100
PDXDC1	75	14	11
PDXK	84	16	1
PDXP	100	1	1
PEA15	71	29	1
PEBP1	74	25	1
PEF1	50	50	1
PELO	9	84	6
PELP1	1	97	3
PEMT	1	74	26
PEPD	88	12	1
PES1	8	91	1
PEX11B	21	63	16
PEX14	36	42	22
PEX16	10	69	20
PEX19	82	6	12
PEX3	1	94	6
PFAS	79	21	1
PFDN1	100	1	1
PFDN2	94	5	1
PFDN4	94	6	1
PFDN5	90	10	1
PFDN6	100	1	1
PFKL	53	44	2
PFKM	54	44	2
PFKP	53	46	1
PFN1	87	13	1
PFN2	100	1	1
PGAM1	72	27	1
PGAM2	1	99	1
PGAM4	1	1	100
PGAM5	1	49	50
PGD	68	32	1
PGK1	61	38	1
PGLS	76	24	1
PGM1	72	28	1
PGM2	74	25	1
PGM2L1	100	1	1
PGM3	94	1	6
PGP	99	1	1
PGPEP1	100	1	1
PGRMC1	14	82	4
PGRMC2	20	77	4
PHAX	100	1	1
PHB	1	73	26
PHB2	1	72	27
PHC2	1	100	1
PHF2	1	99	1
PHF6	36	64	1
PHF8	8	91	1
PHGDH	67	33	1
PHKA1	1	95	5
PHPT1	33	33	33
PHRF1	1	100	1
PI4K2A	41	53	6
PI4KA	5	76	19
PIAS1	1	100	1
PIAS4	57	42	1
PICALM	1	71	28
PIGK	1	100	1
PIGS	1	98	1
PIGT	1	100	1
PIGU	1	97	3
PIK3AP1	78	22	1
PIK3C3	100	1	1
PIK3CD	13	86	1
PIK3R1	59	40	1
PIK3R4	90	10	1
PIN1	100	1	1
PIP4K2A	24	73	3
PIP4K2B	1	96	4
PIP4K2C	26	68	5
PIP5K1A	1	75	25
PIR	100	1	1
PISD	37	46	16
PITHD1	80	20	1
PITPNA	74	25	1
PITPNB	78	21	1
PITRM1	4	61	34
PKM	65	34	1
PKMYT1	1	99	1
PKN1	70	30	1
PLAA	54	45	1
PLBD1	10	85	5
PLBD2	94	1	6
PLCB3	30	70	1
PLD6	1	1	100
PLEC	7	91	1
PLIN3	51	46	2
PLOD1	23	61	17
PLOD3	8	79	13
PLP2	32	1	68
PLRG1	1	100	1
PLS1	57	42	1
PLS3	62	37	1
PLSCR1	1	1	100
PLXNA1	20	74	6
PLXNA4	33	33	33
PLXNB2	1	49	51
PLXNC1	1	76	24
PML	3	97	1
PMM2	87	13	1
PMPCA	1	57	43
PMPCB	2	64	34
PMVK	87	13	1
PNISR	1	100	1
PNKD	13	24	63
PNN	2	96	2
PNO1	12	87	1
PNP	64	36	1
PNPLA6	10	88	2
PNPO	94	4	2
PNPT1	2	61	38
POFUT1	20	78	2
POGZ	1	98	1
POLA1	90	10	1
POLA2	69	31	1
POLD1	75	25	1
POLD3	100	1	1
POLDIP2	1	72	27
POLDIP3	1	100	1
POLE3	81	19	1
POLG	35	1	65
POLG2	1	76	24
POLR1A	5	95	1
POLR1B	4	96	1
POLR1C	49	51	1
POLR1E	1	97	3
POLR2A	10	90	1
POLR2B	41	59	1
POLR2C	48	52	1
POLR2E	79	21	1
POLR2H	58	42	1
POLR3A	25	75	1
POLR3B	25	75	1
POLR3E	75	25	1
POLRMT	4	14	82
POM121C	1	99	1
POP1	62	38	1
POR	11	82	7
POTEJ	69	30	1
POU2F1	1	100	1
POU2F3	1	20	80
POU3F1	1	100	1
POU3F4	1	100	1
PPA1	66	34	1
PPA2	4	69	27
PPAN	1	97	3
PPAP2B	1	81	19
PPAPDC2	4	82	15
PPAT	84	16	1
PPCDC	100	1	1
PPCS	92	8	1
PPFIBP2	70	30	1
PPIA	70	30	1
PPIB	40	37	23
PPID	82	18	1
PPIF	1	6	94
PPIG	1	99	1
PPIH	66	34	1
PPIL1	33	67	1
PPIL2	27	73	1
PPIL4	18	82	1
PPIP5K2	7	93	1
PPM1A	71	29	1
PPM1B	84	16	1
PPM1F	75	25	1
PPM1G	58	42	1
PPM1L	1	98	2
PPME1	70	29	1
PPOX	1	47	53
PPP1CA	21	78	2
PPP1CB	17	81	2
PPP1CC	20	78	2
PPP1R10	1	99	1
PPP1R12A	1	1	100
PPP1R14B	68	32	1
PPP1R21	10	90	1
PPP1R2P3	90	1	10
PPP1R7	87	13	1
PPP1R8	29	71	1
PPP1R9B	18	58	23
PPP2CA	47	53	1
PPP2R1A	47	52	1
PPP2R1B	84	16	1
PPP2R2A	73	26	1
PPP2R4	76	24	1
PPP2R5A	100	1	1
PPP2R5C	29	71	1
PPP2R5D	61	39	1
PPP2R5E	72	28	1
PPP3CA	35	65	1
PPP3CB	66	1	34
PPP3R1	15	83	3
PPP4C	40	60	1
PPP4R1	100	1	1
PPP4R2	52	48	1
PPP5C	78	22	1
PPP6C	83	17	1
PPP6R1	100	1	1
PPP6R2	100	1	1
PPP6R3	86	14	1
PPT1	68	27	5
PPTC7	1	1	100
PPWD1	1	100	1
PRAF2	22	76	2
PRCP	60	39	1
PRDX1	64	35	2
PRDX3	2	74	24
PRDX4	16	78	6
PRDX5	79	9	12
PRDX6	65	35	1
PREB	7	89	4
PREP	82	18	1
PREPL	86	13	1
PRG4	15	65	20
PRIM1	100	1	1
PRIM2	52	48	1
PRKAA1	41	59	1
PRKAB1	52	48	1
PRKACA	33	65	2
PRKAG1	41	46	13
PRKAR1A	94	6	1
PRKAR2A	51	35	13
PRKCA	100	1	1
PRKCD	28	66	5
PRKCG	1	100	1
PRKCI	64	35	1
PRKCQ	80	20	1
PRKCSH	18	72	10
PRKD3	100	1	1
PRKDC	4	96	1
PRKRA	99	1	1
PRMT1	43	57	1
PRMT3	41	59	1
PRMT5	76	23	1
PROSC	100	1	1
PRPF18	1	100	1
PRPF19	6	93	1
PRPF3	6	93	1
PRPF31	12	88	1
PRPF38A	9	91	1
PRPF38B	1	99	1
PRPF4	10	90	1
PRPF40A	1	100	1
PRPF4B	5	95	1
PRPF6	3	96	1
PRPF8	6	94	1
PRPS1	66	33	1
PRPS2	54	46	1
PRPSAP1	99	1	1
PRPSAP2	80	20	1
PRR14L	1	1	100
PRRC1	38	59	3
PRRC2A	45	45	10
PRRC2C	87	8	5
PRSS1	24	76	1
PRUNE	100	1	1
PSAP	55	36	8
PSAT1	69	31	1
PSD3	1	77	23
PSEN1	1	54	46
PSIP1	60	38	2
PSMA1	75	25	1
PSMA2	59	41	1
PSMA3	53	47	1
PSMA4	57	43	1
PSMA5	50	50	1
PSMA6	71	29	1
PSMA7	53	47	1
PSMB1	54	46	1
PSMB10	75	25	1
PSMB2	51	49	1
PSMB3	40	60	1
PSMB4	53	47	1
PSMB5	58	41	1
PSMB6	43	55	3
PSMB7	62	37	1
PSMB8	79	21	1
PSMB9	55	44	1
PSMC1	63	37	1
PSMC2	59	40	1
PSMC3	68	32	1
PSMC4	69	29	1
PSMC5	74	25	1
PSMC6	75	25	1
PSMD1	53	47	1
PSMD10	39	61	1
PSMD11	47	53	1
PSMD12	52	48	1
PSMD13	48	52	1
PSMD14	56	44	1
PSMD2	56	44	1
PSMD3	60	39	1
PSMD4	70	30	1
PSMD5	66	32	2
PSMD6	48	52	1
PSMD7	45	55	1
PSMD8	44	56	1
PSMD9	92	1	8
PSME1	53	47	1
PSME2	60	40	1
PSME3	54	46	1
PSME4	95	5	1
PSMF1	77	23	1
PSMG1	53	47	1
PSMG2	88	11	1
PSMG3	91	9	1
PSPC1	13	87	1
PSPH	34	59	8
PTBP1	15	83	1
PTCD3	1	67	33
PTDSS1	2	88	9
PTER	100	1	1
PTGER4	21	48	30
PTGES	1	99	1
PTGES2	4	65	31
PTGES3	60	40	1
PTGR2	100	1	1
PTK7	2	83	15
PTMA	34	63	3
PTMS	83	17	1
PTP4A2	7	81	12
PTPLAD1	11	85	4
PTPMT1	1	54	46
PTPN1	5	89	6
PTPN11	27	73	1
PTPN2	17	80	2
PTPN23	62	35	3
PTPN9	37	31	31
PTPRA	1	78	22
PTPRF	42	48	10
PTPRJ	1	1	100
PTRH2	3	85	12
PTTG1IP	1	94	6
PUM1	57	14	28
PUM2	66	34	1
PURA	89	3	8
PURB	68	1	32
PUS1	23	49	28
PUS10	100	1	1
PUS7	99	1	1
PWP1	4	95	1
PWP2	1	100	1
PXK	1	100	1
PXN	34	49	17
PYCR1	1	58	42
PYCR2	1	69	30
PYCRL	100	1	1
PYGB	80	19	1
PYGL	1	1	100
PYHIN1	60	37	3
QARS	53	45	3
QDPR	86	12	2
QPRT	100	1	1
QRICH1	21	79	1
QRSL1	12	62	25
QSOX2	1	99	1
QTRT1	51	46	3
QTRTD1	86	1	14
RAB10	18	64	18
RAB11A	1	54	46
RAB11B	25	68	7
RAB13	10	85	4
RAB14	26	70	4
RAB18	11	85	4
RAB1A	16	76	8
RAB1B	23	68	9
RAB21	14	78	8
RAB23	1	93	7
RAB24	1	94	6
RAB27A	7	87	7
RAB2A	13	85	2
RAB2B	1	89	11
RAB31	34	59	7
RAB33A	1	53	47
RAB33B	1	1	100
RAB35	9	69	23
RAB39B	1	87	13
RAB3A	33	33	33
RAB3D	27	1	73
RAB3GAP1	77	23	1
RAB3GAP2	64	21	16
RAB4B	62	30	8
RAB5A	21	75	5
RAB5B	7	54	39
RAB5C	22	72	7
RAB6A	27	69	4
RAB7A	16	80	4
RAB8A	9	67	24
RAB8B	2	69	29
RAB9A	29	67	4
RABEP1	15	85	1
RABEP2	92	8	1
RABGAP1	100	1	1
RABGAP1L	77	23	1
RABGAP1L	77	23	1
RABGEF1	100	1	1
RABGGTA	98	2	1
RABGGTB	100	1	1
RAC1	58	34	8
RAC2	46	48	6
RACGAP1	1	100	1
RAD21	2	98	1
RAD23A	100	1	1
RAD23B	89	11	1
RAD50	3	97	1
RAD51C	14	86	1
RAE1	1	96	4
RAF1	38	62	1
RALA	5	84	10
RALB	1	1	100
RALY	14	86	1
RAN	37	62	1
RANBP1	72	25	3
RANBP10	24	76	1
RANBP2	1	99	1
RANBP3	50	46	3
RANBP6	1	61	39
RANBP9	31	68	1
RANGAP1	14	85	1
RAP1A	8	85	7
RAP1B	13	75	12
RAP1GDS1	93	7	1
RAP2B	1	98	2
RAP2C	6	81	13
RAPGEF1	36	64	1
RARS	46	51	3
RARS2	20	46	34
RASSF4	87	13	1
RAVER1	8	91	1
RB1	1	84	15
RBBP4	18	82	1
RBBP5	4	90	6
RBBP7	25	75	1
RBBP9	100	1	1
RBCK1	100	1	1
RBFA	1	1	100
RBM10	1	99	1
RBM12	42	58	1
RBM12B	1	100	1
RBM14	1	97	2
RBM17	1	99	1
RBM19	1	95	5
RBM25	1	98	1
RBM26	2	97	1
RBM27	2	98	1
RBM3	87	13	1
RBM39	6	94	1
RBM42	5	95	1
RBM5	4	96	1
RBM6	1	100	1
RBM8A	69	31	1
RBMX	25	74	1
RBX1	31	69	1
RCC1	1	100	1
RCC2	11	88	1
RCCD1	89	11	1
RCE1	1	100	1
RCL1	3	97	1
RCN1	19	72	9
RCN2	24	69	7
RCOR1	8	92	1
RCOR3	1	100	1
RDH11	10	80	11
RDH13	1	28	72
RDH14	3	82	15
RDX	22	68	10
RECQL	29	71	1
REEP5	10	70	19
REL	43	56	1
RELA	9	90	1
RELB	70	29	1
REPIN1	30	70	1
REPS1	100	1	1
RER1	18	78	5
RETSAT	16	83	1
REXO2	76	21	3
RFC1	1	100	1
RFC2	19	80	1
RFC3	9	91	1
RFC4	33	67	1
RFC5	16	84	1
RFT1	6	80	14
RFTN1	14	65	22
RFX1	1	100	1
RFX3	1	100	1
RFX5	5	95	1
RFXAP	1	100	1
RGPD3	1	100	1
RGS10	94	6	1
RGS14	61	39	1
RHEB	37	61	2
RHOA	45	48	7
RHOG	20	66	14
RHOT1	6	51	43
RHOT2	3	63	34
RIC8A	80	20	1
RIC8B	100	1	1
RIF1	3	97	1
RING1	1	98	2
RIOK1	61	38	1
RIPK1	81	19	1
RIPK2	100	1	1
RLTPR	49	51	1
RMND1	1	17	83
RMND5A	27	73	1
RNASEH2B	56	44	1
RNF113A	93	7	1
RNF114	89	1	11
RNF126	51	49	1
RNF2	1	99	1
RNF20	5	95	1
RNF213	69	29	2
RNF31	100	1	1
RNF40	1	98	2
RNGTT	2	98	1
RNH1	69	31	1
RNMT	33	67	1
RNMTL1	1	17	83
RNPEP	68	32	1
RNPS1	6	94	1
ROCK1	78	22	1
ROCK2	31	56	13
ROMO1	1	58	42
RP2	1	94	6
RPA1	58	42	1
RPA2	82	13	4
RPA3	1	100	1
RPAP1	97	3	1
RPAP2	58	42	1
RPAP3	83	17	1
RPE	100	1	1
RPF2	3	97	1
RPIA	86	14	1
RPL10	50	50	1
RPL10A	47	50	3
RPL11	67	27	5
RPL12	55	40	5
RPL13	45	51	4
RPL13A	43	54	3
RPL14	57	40	3
RPL15	38	56	6
RPL17	50	48	2
RPL18	47	50	3
RPL18A	42	53	5
RPL19	38	56	5
RPL21	52	44	4
RPL22	95	1	5
RPL22L1	55	39	6
RPL23	49	46	4
RPL23A	49	48	3
RPL24	55	44	1
RPL26	47	43	10
RPL26L1	33	58	9
RPL27	41	57	3
RPL27A	46	52	3
RPL28	41	50	9
RPL29	53	41	6
RPL3	43	52	5
RPL30	60	37	3
RPL31	36	57	6
RPL32	49	47	4
RPL34	38	51	11
RPL35	58	36	6
RPL35A	49	47	5
RPL36	54	43	3
RPL36A	59	21	20
RPL36AL	43	43	14
RPL37A	35	62	4
RPL38	43	56	1
RPL39P5	57	39	4
RPL4	43	55	2
RPL5	51	44	5
RPL6	49	46	6
RPL7	52	43	5
RPL7A	53	41	6
RPL7L1	1	100	1
RPL8	43	51	6
RPL9	48	50	3
RPLP0	46	47	6
RPLP1	73	26	1
RPLP2	56	42	2
RPN1	8	85	7
RPN2	11	85	4
RPP14	1	100	1
RPP14	1	100	1
RPP30	10	90	1
RPP38	82	18	1
RPP40	7	93	1
RPRD1B	7	93	1
RPRD2	1	88	10
RPS10	48	51	1
RPS11	52	45	4
RPS12	92	5	3
RPS13	51	48	1
RPS14	74	25	1
RPS15	55	43	1
RPS15A	40	55	5
RPS16	58	40	2
RPS17L	51	47	3
RPS18	47	46	6
RPS19	68	28	3
RPS2	52	46	2
RPS20	75	23	2
RPS21	73	22	5
RPS23	49	43	8
RPS24	49	50	1
RPS25	46	50	3
RPS26	59	37	4
RPS27	60	35	5
RPS27A	33	58	9
RPS27L	67	32	1
RPS28	94	1	6
RPS29	76	19	5
RPS3	52	44	3
RPS3A	47	50	3
RPS4X	48	49	2
RPS4Y2	1	1	100
RPS5	40	58	3
RPS6	45	54	1
RPS6KA1	75	25	1
RPS6KA3	75	25	1
RPS7	50	45	5
RPS8	53	45	2
RPS9	50	48	2
RPSA	44	55	2
RPTOR	100	1	1
RPUSD2	55	42	3
RPUSD3	1	1	100
RPUSD4	1	44	56
RQCD1	52	47	1
RRAGB	62	36	2
RRAGC	76	23	1
RRAS2	9	66	24
RRBP1	8	35	58
RRM1	66	34	1
RRM2	79	21	1
RRM2B	100	1	1
RRN3	1	100	1
RRP1	1	100	1
RRP12	5	95	1
RRP15	1	100	1
RRP1B	1	100	1
RRP7A	1	100	1
RRP8	1	100	1
RRP9	43	56	1
RRS1	1	99	1
RSBN1L	3	97	1
RSL1D1	8	92	1
RSL24D1	1	100	1
RSU1	30	69	1
RTF1	90	5	5
RTN1	26	66	8
RTN3	19	78	3
RTN4	30	65	5
RTN4IP1	1	1	100
RTTN	46	49	5
RUFY1	69	25	7
RUNX3	1	100	1
RUVBL1	58	42	1
RUVBL2	34	66	1
RXRA	1	100	1
RXRB	1	95	5
RYR2	33	33	33
S100A10	1	99	1
S100A11	73	27	1
S100A6	100	1	1
SAAL1	46	54	1
SACM1L	9	83	8
SAE1	69	31	1
SAFB	17	83	1
SAFB2	1	100	1
SAMD4B	100	1	1
SAMD8	43	57	1
SAMM50	2	81	17
SAR1A	35	64	1
SAR1B	49	50	2
SARM1	1	84	16
SARNP	9	91	1
SARS	68	32	1
SARS2	8	77	15
SART1	8	91	1
SART3	38	61	1
SBDS	91	6	2
SBNO1	82	16	2
SCAF1	1	100	1
SCAF11	1	100	1
SCAF4	1	100	1
SCAF8	5	95	1
SCAMP1	78	1	22
SCAMP2	33	59	8
SCAMP3	35	54	11
SCAMP4	24	75	1
SCARB2	86	1	14
SCCPDH	1	1	100
SCD	2	93	5
SCFD1	13	83	4
SCLY	100	1	1
SCO1	1	39	60
SCO2	1	49	51
SCP2	50	3	47
SCPEP1	1	100	1
SCRIB	5	71	24
SCRN3	100	1	1
SCYL1	22	78	1
SCYL2	53	39	8
SCYL3	93	7	1
SDAD1	10	89	1
SDC2	1	91	8
SDC4	10	41	48
SDCBP	33	33	33
SDE2	1	100	1
SDF2L1	17	50	32
SDF4	1	91	9
SDHA	1	62	36
SDHAF2	1	1	100
SDHB	1	31	69
SDHC	1	89	11
SDR39U1	1	17	83
SEC11A	8	89	3
SEC11C	4	92	4
SEC13	24	75	1
SEC16A	67	33	1
SEC22B	6	89	5
SEC23A	56	38	5
SEC23B	30	68	2
SEC23IP	79	21	1
SEC24A	32	67	1
SEC24B	30	67	3
SEC24C	36	62	1
SEC24D	100	1	1
SEC31A	50	36	14
SEC61A1	10	74	16
SEC61B	12	79	9
SEC61G	8	92	1
SEC62	9	64	27
SEC63	4	91	5
SEH1L	1	99	1
SEL1L	3	94	3
SELO	33	33	33
SELT	17	79	4
SENP1	2	98	1
SENP3	1	100	1
SENP5	1	100	1
SENP8	100	1	1
SEPHS1	11	89	1
SEPHS2	1	100	1
SERBP1	81	15	4
SERINC1	1	1	100
SERPINB1	75	24	1
SERPINB6	67	33	1
SERPINB8	100	1	1
SERPINB9	97	1	3
SERPINH1	22	73	6
SET	39	60	1
SETD1A	5	95	1
SETD3	76	22	2
SETDB1	11	88	1
SF1	25	73	2
SF3A1	5	95	1
SF3A2	14	86	1
SF3A3	4	96	1
SF3B1	4	96	1
SF3B2	7	93	1
SF3B3	14	85	1
SF3B4	4	96	1
SF3B5	14	86	1
SFN	65	33	2
SFPQ	5	93	2
SFSWAP	1	100	1
SFT2D2	14	1	86
SFXN1	1	66	34
SFXN2	1	62	38
SFXN3	4	76	20
SFXN4	1	72	28
SGPL1	8	83	10
SGPP1	15	84	1
SGTA	63	36	1
SH2D1A	12	88	1
SH3BGRL	100	1	1
SH3BP1	37	60	2
SH3GL1	64	36	1
SH3GLB1	68	30	3
SH3GLB2	85	15	1
SH3KBP1	75	25	1
SHC1	1	1	100
SHKBP1	11	51	38
SHMT2	3	75	22
SIGMAR1	6	89	4
SIN3A	1	99	1
SIRT3	21	34	45
SIX4	1	100	1
SIX5	1	100	1
SKIV2L2	9	91	1
SKP1	29	70	1
SLC12A2	30	30	41
SLC16A1	7	60	32
SLC19A1	13	31	56
SLC1A3	1	97	3
SLC1A4	3	64	33
SLC1A5	9	82	9
SLC20A1	1	25	75
SLC22A18	1	1	100
SLC22A9	100	1	1
SLC25A1	1	62	38
SLC25A10	1	70	30
SLC25A11	1	67	33
SLC25A12	1	86	14
SLC25A13	1	82	17
SLC25A14	45	1	55
SLC25A15	1	75	25
SLC25A17	1	1	100
SLC25A19	2	49	49
SLC25A20	3	57	40
SLC25A22	9	63	28
SLC25A25	3	3	94
SLC25A29	1	1	100
SLC25A3	2	67	32
SLC25A31	1	1	100
SLC25A32	1	71	29
SLC25A33	1	1	100
SLC25A36	1	100	1
SLC25A4	10	79	12
SLC25A40	1	47	53
SLC25A44	1	8	92
SLC25A46	1	52	48
SLC25A5	2	76	23
SLC25A51	1	1	100
SLC25A6	1	93	7
SLC27A1	1	100	1
SLC27A2	2	94	5
SLC27A4	1	95	5
SLC29A1	10	44	46
SLC2A1	12	77	11
SLC2A13	54	16	30
SLC2A14	1	78	22
SLC2A5	1	99	1
SLC2A6	12	87	1
SLC30A1	1	64	36
SLC30A7	1	93	7
SLC30A9	61	1	39
SLC33A1	1	98	2
SLC35B2	3	94	4
SLC35B4	5	94	1
SLC35E1	14	83	2
SLC35F6	12	57	31
SLC38A1	18	68	14
SLC38A2	26	73	1
SLC38A5	6	81	13
SLC39A11	1	95	5
SLC39A14	1	82	18
SLC39A7	5	63	31
SLC39A9	5	94	1
SLC3A2	8	85	7
SLC41A3	1	100	1
