Gene	Rodriguez_Pineiro_1	Rodriguez_Pineiro_2	Rodriguez_Pineiro_3	Rodriguez_Pineiro_4	Rodriguez_Pineiro_5	Rodriguez_Pineiro_6	Rodriguez_Pineiro_7	Rodriguez_Pineiro_8	Rodriguez_Pineiro_9	Rodriguez_Pineiro_10	Rodriguez_Pineiro_11		Cyt Andreyev	Nucl Andreyev	Microsomes Andreyev	PM Andreyev	ER Andreyev	Mito Andreyev		Cyt Carvalho	Nucl Carvalho	Mit Carvalho		Cyt Boisvert	Nucl Boisvert	Nucleolus Boisvert		Cyt Pinto	Nucl Pinto	Tot Pinto		Cyt Choi	Nucl Choi	Pellet Choi	Nucl soluble Choi		Cyt Mulvey	Nucl Mulvey	Total Mulvey		cyt Bileck	Nucl Bileck		Cyt Thakar	Nucl Thakar	TOT Thakar		Cyt Larance	Nucleus Larance	Cytoskeleton Larance	Membrane Larance
SLC27A2	1	1	1	6	46	42	50	4	18	6	28		1	1	1	1	1	1		2	94	5		21	38	41		1	1	100		1	1	1	1		1	1	1		1	1		1	1	100		1	1	1	1
TMEM109	1	8	10	10	24	48	30	22	1	24	26		10	28	6	78	64	14		10	84	6		18	78	3		47	30	23		1	1	1	1		13	14	73		72	28		3	8	88		1	1	1	99
TMEM131	1	1	1	1	1	1	1	200	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
TMEM205	1	1	1	1	154	1	40	1	8	1	1		1	1	1	1	1	1		5	90	5		14	53	33		62	34	4		1	1	1	1		1	1	1		79	21		1	1	100		1	1	25	73
VRK2	1	1	1	4	6	46	36	22	62	4	18		4	74	16	18	26	62		1	99	1		1	1	1		1	1	1		1	100	1	1		1	1	1		1	100		1	97	3		1	23	1	77
ALG6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		10	86	3		1	1	1		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	1
ARV1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
CKAP4	1	1	1	1	24	42	34	12	52	16	16		1	12	30	54	78	26		12	74	14		24	71	6		51	47	2		38	28	24	11		1	49	51		19	81		1	6	94		1	9	27	65
DHRS7	1	6	12	6	32	44	34	24	16	10	14		1	1	1	1	1	1		8	87	5		62	37	1		7	50	43		100	1	1	1		66	5	28		100	1		1	1	100		1	1	1	100
EXTL3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
GALNT1	34	76	42	8	12	18	8	1	1	1	1		1	1	34	120	48	1		1	1	100		76	21	3		1	1	1		1	1	1	1		1	1	1		29	71		1	1	100		1	1	1	1
GOLGA5	30	160	10	1	1	1	1	1	1	1	1		1	1	34	68	72	26		1	1	1		1	54	43		1	1	1		1	1	1	1		100	1	1		100	1		1	1	1		1	1	4	96
INPP5K	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		32	68		50	50	1		1	1	1	1
LEMD2	1	1	1	1	128	50	1	1	12	1	8		1	1	1	1	1	1		11	87	3		1	82	16		1	1	1		1	59	41	1		1	88	12		17	83		1	100	1		1	27	63	10
NSDHL	1	8	22	8	28	42	24	22	22	10	16		1	18	8	74	90	10		9	85	7		17	78	6		1	1	99		100	1	1	1		35	1	63		100	1		1	7	92		13	1	1	86
P4HA2	1	1	1	4	18	78	56	18	26	1	1		1	1	1	1	1	1		1	1	1		30	63	7		1	1	99		93	7	1	1		29	26	46		1	1		1	50	50		1	2	1	96
SNX14	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SQLE	1	1	1	12	40	68	30	18	24	1	8		1	1	1	1	1	1		10	88	3		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	100		1	1	1	100
TMEM245	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		66	33	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	4	1	96
TWSG1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		100	1	1		1	1		1	1	1		1	1	1	1
USP33	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
ZDHHC13	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		96	4		1	1	1		1	1	1	1
CERS2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		26	73	1		1	1	1		1	1	1	1		1	1	1		1	1		50	50	1		1	1	1	100
CHID1	1	1	1	1	22	34	40	30	60	12	1		1	1	1	1	1	1		1	72	26		1	56	43		20	76	4		1	76	1	24		1	1	1		20	80		1	1	100		1	47	1	53
PROS1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		97	3		1	1	1		1	1	1	1
SSR3	1	1	1	1	18	34	34	24	1	80	6		1	42	20	22	64	50		4	95	1		38	59	3		1	1	1		1	100	1	1		1	1	1		35	65		1	10	90		1	5	26	69
TAPT1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	1
TM9SF3	26	118	54	1	1	1	1	1	1	1	1		1	42	12	56	50	42		8	90	3		18	80	1		1	1	1		1	100	1	1		1	1	1		80	20		1	1	100		1	7	29	64
TMED4	32	70	36	4	12	16	10	6	10	1	1		1	8	54	90	40	8		1	92	8		7	92	1		47	51	2		1	100	1	1		1	24	76		82	18		1	19	81		1	8	1	92
TMEM147	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		72	27	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	100		1	1	1	1
WWOX	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	1
B3GALT6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		87	12	1		1	1	1		1	56	44	1		1	1	1		6	94		1	1	1		1	1	1	1
CISD2	1	4	14	10	46	58	22	20	1	14	12		1	1	1	1	1	1		12	86	2		17	76	7		44	45	11		48	39	13	1		7	63	30		93	7		1	11	89		1	4	1	96
DPY19L1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	1	1		1	1	1		1	100	1	1		1	1	1		78	22		1	1	1		1	2	1	98
ELOVL1	1	1	1	1	1	1	8	32	76	60	24		1	1	1	100	100	1		14	82	5		32	59	8		1	1	1		1	100	1	1		1	1	1		99	1		1	1	100		1	1	1	100
ERGIC2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	82	70	50		4	89	7		70	9	21		1	1	1		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	99
GRAMD1A	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
MSMO1	1	1	1	1	28	54	34	12	68	1	6		1	1	1	1	1	1		1	97	3		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
RAB3GAP1	1	1	1	1	1	1	1	1	1	1	1		30	14	28	40	72	18		77	23	1		79	19	1		1	1	100		100	1	1	1		96	4	1		100	1		56	1	44		1	1	1	1
SACM1L	4	14	14	4	44	36	34	20	20	4	8		1	6	32	54	86	20		9	83	8		57	41	1		1	100	1		100	1	1	1		52	48	1		98	2		1	8	92		1	1	1	100
SEC11A	1	1	18	10	30	42	28	24	1	28	18		1	18	18	30	102	34		8	89	3		15	82	3		1	1	1		1	100	1	1		1	49	50		81	19		4	21	75		1	5	17	77
SLMAP	1	1	1	1	40	48	32	20	48	1	12		1	1	1	1	1	1		23	69	7		1	1	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	1
TM7SF2	1	1	1	1	26	44	38	1	60	14	20		1	1	1	1	1	1		1	100	1		1	1	1		1	21	79		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
YIF1A	18	74	70	6	1	6	10	8	10	1	1		12	1	96	92	1	1		1	100	1		1	97	1		1	1	1		100	1	1	1		38	62	1		100	1		1	1	100		1	19	1	81
ZDHHC17	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
ATP2A3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	46	52		75	3	21		1	100	1	1		1	1	1		95	5		1	1	1		1	1	1	1
CERCAM	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	100		1	1	1	1		100	1	1		1	1		1	1	1		1	1	1	1
CERS6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
EMC10	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		40	59	1		1	1	1		1	100	1	1		1	1	1		1	1		50	50	1		1	5	1	95
MAN1A2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		35	16	49		1	1	1		1	45	55	1		1	1	1		1	100		1	1	1		1	1	1	1
MGAT2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		1	1	1		1	1	1		1	1	1	1		1	1	1		78	22		1	1	1		1	1	1	1
RCE1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
SIGMAR1	1	1	6	6	22	38	24	24	30	28	22		1	1	1	1	1	1		6	89	4		11	86	3		1	1	1		100	1	1	1		1	1	1		100	1		1	1	1		1	1	1	99
TMCO1	1	1	1	1	14	40	34	26	1	50	30		1	12	4	20	132	28		9	72	19		9	85	6		41	25	34		1	66	34	1		1	55	45		53	47		1	22	78		1	7	7	86
ALG10B	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	100	1		1	1	1		1	1	1		1	1	1	1		1	1	1		16	84		1	1	1		1	1	1	1
CNPY4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	87	13		1	1	1		74	1	26		1	1	1	1		100	1	1		100	1		1	1	1		1	1	1	100
DNAJC16	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		82	4	13		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
DOLPP1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		20	79	1		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
LNP	1	4	42	8	24	36	40	6	14	20	6		1	1	1	1	1	1		12	73	16		1	1	1		1	1	1		1	1	1	1		1	1	1		99	1		1	1	1		1	1	1	1
RABL3	1	1	1	10	58	52	38	34	8	1	1		1	1	1	1	1	1		1	1	1		76	14	9		1	100	1		1	1	1	1		1	41	59		15	85		1	1	100		1	1	1	100
SEC11C	1	1	1	1	1	1	52	60	1	88	1		1	1	1	32	116	52		4	92	4		1	1	1		1	1	1		1	1	1	1		1	1	1		93	7		1	1	100		1	5	1	95
SEC61B	1	1	8	6	24	46	24	24	1	34	32		1	1	100	40	58	1		12	79	9		17	78	5		40	43	17		1	100	1	1		3	75	22		69	31		1	1	100		1	11	4	85
SPCS1	1	1	1	1	1	1	1	1	1	1	1		1	38	1	42	58	62		7	88	5		9	34	57		1	100	1		1	1	1	1		1	1	1		76	24		1	1	100		1	8	16	75
THEM6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		13	82	4		1	1	1		1	1	1	1		1	1	1		1	1		1	1	100		1	1	1	99
TMED10	12	82	34	4	16	22	10	8	1	6	4		6	6	18	52	102	16		8	89	4		20	78	1		22	66	12		1	41	20	40		2	21	76		92	8		14	14	72		1	3	25	71
UFC1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		49	49	2		42	14	44		17	17	65		1	1	1	1		29	23	48		93	7		78	1	22		84	1	1	16
VKORC1	1	1	1	1	1	1	1	1	1	1	1		1	66	1	1	88	46		10	84	6		1	1	1		1	1	1		1	1	1	1		1	1	1		76	24		1	5	95		1	1	1	1
VMA21	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		7	85	8		64	31	5		1	1	1	1		7	93	1		100	1		1	9	91		1	1	1	1
ZW10	1	1	4	8	22	90	42	6	22	4	1		1	1	1	1	1	1		48	50	2		72	18	9		1	1	1		1	1	1	1		69	31	1		97	3		77	1	23		80	1	4	17
CAMLG	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	99	1		42	14	44		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
CCDC115	1	1	1	1	1	1	44	1	156	1	1		8	8	16	42	84	46		1	1	1		1	1	1		1	79	21		1	1	1	1		1	1	1		91	9		1	1	1		1	1	1	100
ELMOD2	1	1	1	1	24	56	36	12	36	22	14		1	1	1	1	1	1		1	98	2		1	1	1		1	1	100		100	1	1	1		84	16	1		100	1		1	1	100		1	1	1	1
LPCAT1	1	1	16	6	26	50	40	22	24	4	12		1	1	1	1	1	1		5	91	4		21	67	13		1	6	94		100	1	1	1		1	1	1		99	1		1	2	98		1	19	1	80
OSBPL5	1	1	1	1	46	40	44	14	22	10	18		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		7	93		1	1	1		1	1	1	99
PCYOX1L	1	1	1	1	1	200	1	1	1	1	1		1	1	1	1	1	1		1	99	1		1	1	1		51	17	32		1	1	1	1		1	1	1		97	3		1	15	85		21	1	1	79
PLCH1	1	1	1	10	14	60	34	28	42	6	6		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	100		1	11	28	61
BRI3BP	1	6	1	10	34	48	32	22	1	32	18		1	50	8	56	42	44		8	59	33		25	67	8		54	34	12		1	1	1	1		1	1	1		60	40		1	1	100		1	2	1	98
CEPT1	1	1	1	1	1	42	16	6	126	1	12		1	14	14	48	104	20		1	98	2		33	66	1		1	1	1		1	1	1	1		1	1	1		35	65		1	1	100		1	1	1	1
CYB5B	1	1	1	12	38	18	22	1	1	80	28		1	68	8	22	36	64		8	57	34		26	68	5		65	25	10		100	1	1	1		2	28	70		91	9		1	2	98		1	1	1	98
EBPL	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
MOSPD2	1	1	1	12	44	62	38	14	20	4	6		1	1	1	1	1	1		11	81	8		63	19	17		1	1	1		1	1	1	1		70	1	30		100	1		1	1	100		1	1	1	1
PIGQ	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
POFUT1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		20	78	2		32	67	1		1	1	100		100	1	1	1		57	1	43		100	1		1	1	100		1	1	1	100
SOAT1	1	1	1	1	1	1	1	1	1	1	1		1	36	1	40	52	70		2	89	9		24	68	8		1	1	1		1	52	48	1		1	1	1		36	64		1	1	100		1	4	31	65
TMX1	12	1	20	12	58	36	12	1	1	20	32		1	42	16	58	68	16		9	86	5		29	70	1		52	21	26		100	1	1	1		62	15	24		100	1		1	14	86		1	1	6	93
MEST	1	1	1	1	40	92	1	36	1	1	32		1	1	1	1	1	1		1	1	1		98	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
PGRMC1	4	8	20	6	28	36	22	24	24	18	12		1	18	14	76	86	4		14	82	4		30	67	3		56	36	8		100	1	1	1		4	27	69		90	10		1	3	97		1	2	5	92
SCFD1	8	42	48	6	28	34	16	1	8	1	6		26	32	14	36	80	12		13	83	4		35	64	1		1	1	100		100	1	1	1		13	46	41		78	22		45	1	55		4	1	1	95
VIMP	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	100	1		1	100	1	1		1	1	1		1	1		1	1	1		1	1	1	100
ZDHHC3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
AUP1	1	1	1	4	26	46	48	22	28	8	16		1	12	38	62	72	12		21	77	2		1	97	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	100
ESYT1	8	28	60	6	38	28	14	4	6	1	1		1	12	40	68	60	16		15	80	5		21	74	5		4	16	80		100	1	1	1		41	40	19		95	5		1	1	1		1	1	1	98
KTN1	1	1	1	1	24	38	40	16	38	20	22		4	36	30	38	74	18		15	65	20		22	71	7		67	18	15		1	58	33	9		1	63	37		1	100		1	13	87		1	8	16	76
PLA2G12A	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		100	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
TRIM59	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
CDIPT	1	1	1	1	1	1	1	1	1	200	1		1	1	1	1	1	1		2	96	2		92	7	1		1	1	100		1	1	1	1		1	1	1		100	1		1	1	100		1	1	1	1
SPTLC1	1	4	14	6	42	58	22	28	14	1	12		1	1	1	1	1	1		6	84	10		16	82	1		1	1	1		100	1	1	1		75	20	5		100	1		1	1	100		1	1	1	100
C1GALT1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
GOLPH3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		8	91	1		49	49	1		1	23	77		100	1	1	1		23	31	47		99	1		55	9	35		67	1	1	33
GULP1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		20	55	25		1	1		1	1	1		1	1	1	1
TEX2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	100		1	1	1	1
ACSL1	18	18	24	8	18	30	32	16	16	8	10		1	44	30	22	58	44		16	72	12		38	61	1		1	1	100		1	1	1	1		1	1	1		100	1		16	1	84		1	1	1	100
P4HA1	1	1	6	4	38	54	34	4	36	12	12		4	1	60	60	74	1		17	73	10		22	73	4		1	1	100		52	24	5	19		31	19	50		99	1		1	55	45		1	4	6	90
PIGB	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
RINT1	1	1	1	1	70	120	10	1	1	1	1		1	1	1	1	1	1		1	1	1		33	65	1		1	1	1		1	1	1	1		1	1	1		100	1		50	50	1		1	1	1	1
TXNDC15	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
ZFPL1	38	162	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		4	92	3		1	1	1		1	8	92		1	1	1	1		1	1	1		50	50		1	1	1		1	4	5	91
B3GNT2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
BCAP31	4	10	20	10	32	34	22	18	20	12	16		1	26	14	72	74	12		8	77	14		7	90	3		65	23	12		52	48	1	1		11	14	75		94	6		1	7	93		1	4	2	94
CASC4	46	154	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		45	55	1		1	1	1	1		1	1	1		75	25		1	1	1		1	1	1	1
MARCH6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
MBTPS1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
OSBP	1	1	1	1	1	1	1	1	1	1	1		82	40	46	32	1	1		74	25	1		38	60	1		70	30	1		100	1	1	1		85	15	1		98	2		90	1	10		93	1	1	7
PGRMC2	1	10	16	4	24	52	24	14	22	16	14		1	18	30	80	64	8		20	77	4		16	75	9		80	17	3		100	1	1	1		7	22	71		87	13		1	17	83		1	2	1	97
PKD2	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
TM2D3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
ZDHHC24	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
ESYT2	1	12	52	10	36	42	14	8	16	1	6		1	1	1	1	1	1		17	76	7		14	79	7		21	8	72		1	1	1	1		1	1	1		90	10		1	1	1		1	1	1	1
LMF2	1	1	1	1	1	1	1	1	1	1	1		1	1	28	82	66	22		4	62	34		74	22	3		1	1	1		1	100	1	1		43	57	1		91	9		50	50	1		1	1	1	100
PRAF2	16	84	44	1	26	28	1	1	1	1	1		1	1	1	1	1	1		22	76	2		16	76	7		71	22	7		100	1	1	1		6	29	65		100	1		1	1	1		1	1	1	99
SLC35A3	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
TMEM41A	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		5	93	2		1	97	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	100		1	1	1	99
ZDHHC6	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	1
DPY19L4	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
ZFYVE27	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
ACSL4	130	34	16	8	1	4	1	1	1	1	1		4	34	12	54	40	58		17	73	10		56	40	4		1	1	1		69	9	22	1		100	1	1		96	4		64	1	35		1	1	1	99
COMT	1	1	1	1	1	1	1	1	1	1	1		4	6	26	50	64	52		12	87	2		22	75	3		26	5	70		100	1	1	1		26	2	72		100	1		39	3	59		12	1	2	85
EIF2AK3	1	1	1	1	1	200	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
UFM1	200	1	1	1	1	1	1	1	1	1	1		58	50	12	6	14	58		1	1	1		80	18	1		35	17	49		1	1	1	1		58	42	1		83	17		62	1	38		84	2	1	15
ANKRD46	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
CYB5R3	1	12	12	6	26	30	20	22	42	14	16		1	28	8	14	86	60		2	95	2		16	77	7		20	1	80		50	21	29	1		13	44	43		99	1		3	16	81		1	3	41	56
RAB24	1	1	1	1	1	1	1	1	1	1	1		1	52	1	1	86	62		1	94	6		76	23	1		100	1	1		1	1	1	1		100	1	1		100	1		1	1	100		1	1	1	1
TMEM214	1	1	8	1	26	52	38	10	26	14	24		1	1	1	1	1	1		17	79	4		97	1	1		1	1	1		30	36	25	9		1	91	9		1	100		1	54	46		1	27	1	73
YIPF5	1	1	1	1	1	1	1	1	1	1	1		1	56	52	58	16	18		1	1	1		45	54	1		1	1	1		1	1	1	1		1	1	1		100	1		1	1	1		1	1	1	100
ABCD3	1	1	1	1	6	26	36	16	54	24	38		1	1	66	48	78	8		21	74	6		23	73	4		1	1	1		1	39	61	1		1	1	1		11	89		1	6	94		6	32	25	37
ACBD5	1	1	1	1	12	26	30	14	48	22	48		1	1	1	1	1	1		1	1	1		75	20	5		1	100	1		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	1
ACOT8	1	1	1	1	1	14	20	46	66	4	50		1	1	58	48	84	8		1	1	1		56	43	1		1	3	97		1	1	1	1		1	1	1		92	8		1	1	1		1	1	1	1
AGPS	1	1	1	1	6	28	28	38	48	22	30		1	1	38	60	94	6		23	71	6		13	83	4		1	1	1		42	30	28	1		42	33	25		85	15		1	1	98		1	1	1	99
AMACR	1	1	1	1	1	22	36	72	16	28	26		1	1	1	44	134	22		1	1	1		1	95	3		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
CAT	1	1	1	1	18	24	32	26	42	26	32		1	1	24	74	98	1		25	63	11		23	74	3		81	5	14		100	1	1	1		43	7	50		97	3		11	6	83		1	1	1	99
DECR2	1	1	1	1	1	1	10	42	56	42	48		1	1	1	1	1	1		1	1	1		21	51	28		1	1	1		1	1	1	1		1	1	1		1	100		1	1	1		1	1	1	1
FAR1	1	1	1	1	8	32	30	40	52	18	18		4	1	60	26	92	18		16	60	23		14	71	15		1	1	1		1	1	1	1		1	1	1		1	1		1	1	100		11	1	1	89
GNPAT	1	1	1	1	6	26	32	16	40	28	54		1	1	1	1	1	1		17	64	19		4	94	1		1	1	1		1	1	1	1		40	60	1		1	1		1	1	100		1	29	1	71
HSD17B4	1	1	1	1	10	34	28	34	42	20	28		1	1	40	36	112	8		20	67	13		21	76	3		8	56	36		44	19	27	10		35	41	24		34	66		1	7	93		6	3	1	91
LONP2	1	1	1	1	1	28	22	26	64	22	36		1	1	1	1	1	1		1	1	1		58	20	23		1	1	1		1	1	1	1		1	1	1		1	1		1	1	100		1	1	1	1
PECR	1	1	1	1	1	1	1	1	132	36	30		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		57	43		1	1	1		1	1	1	1
PEX1	1	1	1	1	4	14	34	8	54	42	44		1	1	116	64	14	6		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		72	28		1	1	100		1	1	1	1
PEX11B	1	1	1	1	1	14	24	28	40	58	34		1	1	44	42	90	24		21	63	16		1	1	1		1	100	1		1	1	1	1		1	1	1		91	9		1	1	100		1	5	1	95
PEX16	1	1	68	1	1	26	16	18	32	16	22		6	1	82	30	76	6		10	69	20		5	93	1		1	1	1		1	1	1	1		1	1	1		77	23		1	1	100		1	1	1	100
PIPOX	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1		1	1	1		1	1	1		1	1	1	1		1	1	1		1	1		1	1	1		1	1	1	1
