Gene	Rodriguez-Pineiro_1	Rodriguez-Pineiro_2	Rodriguez-Pineiro_3	Rodriguez-Pineiro_4	Rodriguez-Pineiro_5	Rodriguez-Pineiro_6	Rodriguez-Pineiro_7	Rodriguez-Pineiro_8	Rodriguez-Pineiro_9	Rodriguez-Pineiro_10	Rodriguez-Pineiro_11
HTATSF1	178	1	22	1	1	1	1	1	1	1	1
HTRA2	1	1	1	1	1	1	10	80	50	42	16
HUWE1	178	1	1	1	1	1	1	22	1	1	1
HYOU1	1	1	1	4	20	70	40	16	20	14	12
IARS	18	82	84	1	1	1	4	1	1	1	4
IARS2	1	1	1	1	1	1	1	24	78	80	18
IBA57	1	1	1	1	1	1	1	40	84	48	28
ICMT	1	1	1	1	1	1	100	1	100	1	1
ICOSLG	200	1	1	1	1	1	1	1	1	1	1
ICT1	1	1	1	1	1	1	1	1	1	200	1
IDE	88	1	1	1	12	8	14	1	24	14	42
IDH1	82	66	12	1	1	8	4	6	6	4	12
IDH2	6	6	1	1	1	6	22	42	50	40	24
IDH3A	1	1	1	1	1	4	30	48	56	34	28
IDH3B	1	1	1	1	1	1	6	50	78	56	10
IDI1	60	44	1	1	1	12	1	26	58	1	1
IER3IP1	12	56	38	8	24	28	18	1	1	10	8
IFIT2	1	196	1	1	1	1	1	1	1	4	1
IFIT5	1	1	1	1	1	1	1	1	1	1	1
IFITM3	50	66	72	4	6	1	1	1	1	1	1
IGF2BP2	1	8	100	6	36	36	10	1	1	1	1
IGF2BP3	1	12	90	12	36	32	12	4	1	1	1
IGF2R	1	100	86	6	1	1	1	1	1	1	1
IGHMBP2	1	1	200	1	1	1	1	1	1	1	1
IK	1	1	8	6	86	72	28	1	1	1	1
IKBIP	1	1	1	1	1	154	18	1	28	1	1
IKBKAP	1	1	1	1	1	1	1	1	1	1	1
ILF2	1	88	76	4	12	8	6	4	1	1	1
ILF3	1	60	76	6	18	20	10	4	1	1	1
ILK	142	26	1	16	14	1	1	1	1	1	4
ILVBL	1	1	30	8	38	42	32	6	30	8	8
IMMT	1	1	1	1	1	1	24	38	74	48	16
IMP3	1	162	38	1	1	1	1	1	1	1	1
IMPAD1	68	98	4	1	1	28	1	1	1	1	1
IMPDH2	132	58	1	1	1	1	1	1	1	1	1
INF2	1	28	92	4	1	8	20	6	14	10	14
INSR	128	72	1	1	1	1	1	1	1	1	1
INTS6	1	144	56	1	1	1	1	1	1	1	1
IPO4	84	54	30	4	1	16	6	4	1	1	1
IPO5	68	6	1	1	12	4	20	16	34	8	32
IPO7	30	118	50	1	1	1	1	1	1	1	1
IQGAP1	44	82	42	4	10	8	6	1	4	1	1
IQGAP3	16	34	148	1	1	1	1	1	1	1	1
IREB2	78	122	1	1	1	1	1	1	1	1	1
ISG15	200	1	1	1	1	1	1	1	1	1	1
ISY1	1	1	1	1	128	36	22	1	1	1	14
ITGA2	12	78	60	6	14	12	8	4	1	1	4
ITGA3	38	50	74	8	8	8	4	1	1	1	1
ITGA6	90	72	28	6	4	1	1	1	1	1	1
ITGAV	20	70	40	8	1	36	4	10	4	1	6
ITGB1	16	58	52	6	20	18	10	6	6	1	4
ITGB4	18	86	48	6	12	12	6	4	4	1	1
ITM2B	200	1	1	1	1	1	1	1	1	1	1
ITPR3	1	1	1	4	20	44	34	26	24	36	10
IVD	1	1	1	1	1	1	18	36	102	28	14
JAGN1	1	1	1	1	36	1	46	4	8	62	44
JAK1	82	114	1	4	1	1	1	1	1	1	1
JUP	52	68	36	6	14	10	8	4	1	1	1
KARS	82	66	46	1	1	1	1	1	1	1	1
KCTD14	1	44	1	1	1	1	1	46	110	1	1
KDELR2	1	1	1	1	1	1	1	1	1	1	1
KDSR	1	4	10	12	28	72	18	18	22	4	12
KHDRBS1	54	54	54	6	6	6	8	4	1	1	6
KHSRP	122	78	1	1	1	1	1	1	1	1	1
KIAA0020	1	18	182	1	1	1	1	1	1	1	1
KIAA1522	10	90	94	1	1	1	1	1	1	1	1
KIAA2013	54	88	58	1	1	1	1	1	1	1	1
KIF14	1	1	1	1	1	1	1	1	200	1	1
KIF1C	1	84	106	4	1	4	1	1	1	1	1
KIF2A	1	80	116	1	1	1	1	1	1	1	1
KIF4A	1	1	1	1	1	1	1	1	1	1	1
KIF4B	1	1	1	1	1	1	1	1	1	200	1
KIF5B	134	28	1	1	1	1	8	4	4	1	14
KIFC1	134	38	28	1	1	1	1	1	1	1	1
KPNB1	92	46	1	8	10	14	1	6	1	1	16
KRAS	64	88	28	8	8	1	1	1	1	1	1
KRR1	20	164	16	1	1	1	1	1	1	1	1
KRT18	22	42	30	8	20	20	18	14	10	6	8
KRTCAP2	1	1	1	1	200	1	1	1	1	1	1
KTN1	1	1	1	1	24	38	40	16	38	20	22
LACTB2	1	1	1	1	1	6	20	42	34	28	70
LAD1	32	76	64	8	10	4	1	4	1	1	1
LAMB1	1	1	1	1	60	1	56	18	30	18	18
LAMB2	1	1	1	1	1	162	1	38	1	1	1
LAMB3	1	1	1	1	8	70	38	24	26	10	22
LAMC2	1	1	1	1	1	48	20	1	44	34	54
LAMP1	110	70	16	1	1	1	1	1	1	1	1
LAMP2	134	48	12	1	1	1	1	1	1	1	1
LAMTOR1	132	54	12	1	1	1	1	1	1	1	1
LAMTOR3	78	120	1	1	1	1	1	1	1	1	1
LAP3	66	1	1	1	1	1	18	34	52	6	24
LARP1	1	60	132	4	1	1	1	1	1	1	1
LARP4	1	10	190	1	1	1	1	1	1	1	1
LARP4B	1	124	74	1	1	1	1	1	1	1	1
LARS	148	20	30	1	1	1	1	1	1	1	1
LARS2	1	1	1	1	1	1	1	34	164	1	1
LASP1	56	102	20	1	4	1	1	4	1	1	6
LBR	1	1	8	6	26	32	52	14	32	12	18
LCLAT1	1	1	1	1	34	96	36	14	16	1	4
LCN15	14	86	42	6	20	16	8	6	1	1	1
LCP1	1	1	1	1	1	1	1	1	1	1	1
LDHA	62	46	20	4	6	12	8	10	16	8	10
LDHB	40	30	10	1	6	20	16	16	32	10	18
LDLR	1	132	32	1	1	12	10	6	4	4	1
LEMD2	1	1	1	1	128	50	1	1	12	1	8
LETM1	1	1	1	1	14	24	52	46	40	8	16
LGALS1	174	26	1	1	1	1	1	1	1	1	1
LGALS3	106	56	10	1	6	6	4	4	1	1	1
LGALS3BP	118	54	12	1	1	1	1	1	1	1	1
LGALS4	46	62	36	6	8	10	6	8	4	4	10
LGALS8	74	58	68	1	1	1	1	1	1	1	1
LIG3	1	62	66	4	24	20	6	1	1	1	12
LIMA1	40	72	50	8	8	8	4	1	1	1	4
LIMS3	56	60	72	6	6	1	1	1	1	1	1
LIN7C	70	68	28	1	6	4	4	4	6	4	1
LLGL1	48	152	1	1	1	1	1	1	1	1	1
LLGL2	34	86	56	1	8	4	6	1	1	1	1
LLPH	1	1	154	1	1	1	1	1	1	1	46
LMAN1	4	84	52	1	18	16	8	6	6	1	1
LMAN2	16	66	48	4	12	24	10	6	8	1	4
LMNA	1	1	1	1	10	14	14	18	10	20	114
LMNB1	4	1	16	6	32	34	26	8	18	8	50
LMNB2	1	1	14	4	40	38	44	6	8	4	44
LMO7	1	78	34	4	12	36	12	10	6	1	4
LNP	1	4	42	8	24	36	40	6	14	20	6
LNPEP	10	86	96	1	1	1	1	1	1	1	1
LONP1	1	1	1	1	1	16	22	24	60	54	26
LONP2	1	1	1	1	1	28	22	26	64	22	36
LPCAT1	1	1	16	6	26	50	40	22	24	4	12
LPCAT2	1	1	1	1	54	50	54	14	18	1	8
LPCAT3	1	1	1	1	16	70	30	24	44	1	16
LPCAT4	1	1	26	1	48	128	1	1	1	1	1
LPGAT1	1	1	1	1	68	26	28	10	66	1	1
LRPAP1	1	1	4	1	40	54	36	20	28	12	4
LRPPRC	1	1	1	1	1	16	26	34	50	46	24
LRRC1	40	98	60	1	1	1	1	1	1	1	1
LRRC47	6	136	58	1	1	1	1	1	1	1	1
LRRC57	110	52	32	1	1	1	1	1	4	1	1
LRRC59	1	4	12	6	16	44	20	24	40	18	14
LRRFIP1	1	122	72	1	1	1	1	1	1	1	1
LSG1	1	20	30	20	58	40	12	6	8	1	4
LSM12	74	64	60	1	1	1	1	1	1	1	1
LSM14A	1	188	1	1	1	1	1	1	1	1	12
LSM2	200	1	1	1	1	1	1	1	1	1	1
LSM6	156	44	1	1	1	1	1	1	1	1	1
LSR	58	64	54	4	10	4	4	1	1	1	1
LSS	1	12	16	4	20	52	32	22	26	6	10
LUC7L	1	186	14	1	1	1	1	1	1	1	1
LUC7L2	10	100	88	1	1	1	1	1	1	1	1
LUC7L3	1	102	98	1	1	1	1	1	1	1	1
LUZP1	42	102	1	1	1	1	40	8	1	1	8
LYAR	1	88	112	1	1	1	1	1	1	1	1
LYN	62	82	56	1	1	1	1	1	1	1	1
LYRM7	1	1	1	1	1	1	1	1	1	200	1
M6PR	1	80	120	1	1	1	1	1	1	1	1
MACF1	1	132	54	10	1	1	1	1	1	4	1
MAGEB3	1	1	1	1	1	1	1	1	1	1	1
MAGOHB	1	1	44	1	64	54	20	4	1	1	4
MAGT1	1	1	1	1	18	46	38	26	28	22	24
MAL2	18	76	76	1	14	8	4	1	1	1	1
MAN2A1	4	134	58	1	4	1	1	1	1	1	1
MAN2B1	188	1	1	1	12	1	1	1	1	1	1
MANBA	200	1	1	1	1	1	1	1	1	1	1
MANF	1	1	1	1	46	76	32	24	1	6	16
MAP1LC3B	1	1	1	1	1	1	1	1	1	1	1
MAP4	1	134	62	1	1	1	1	1	1	1	1
MAP4K4	1	1	1	1	46	62	38	16	22	4	10
MAP7	1	94	98	4	1	1	1	1	1	1	1
MAP7D1	1	1	1	1	1	1	1	1	1	1	1
MARCKSL1	42	90	32	8	8	6	4	4	1	1	1
MARK3	1	84	112	1	1	1	1	1	1	1	1
MARS	130	54	6	1	1	1	1	1	4	1	4
MARS_2	1	1	1	1	1	1	1	22	8	94	76
MAT2B	200	1	1	1	1	1	1	1	1	1	1
MATR3	1	22	94	8	28	24	12	1	1	1	4
MAVS	1	1	1	1	4	8	52	48	62	12	12
MBD1	1	1	1	1	1	1	26	22	1	1	152
MBOAT7	1	1	1	6	30	38	36	22	26	18	22
MCAT	1	1	1	1	1	1	1	44	136	20	1
MCCC2	1	1	1	1	1	1	18	42	94	28	14
MCM2	200	1	1	1	1	1	1	1	1	1	1
MCM3	124	58	16	1	1	1	1	1	1	1	1
MCM5	156	28	16	1	1	1	1	1	1	1	1
MCM6	200	1	1	1	1	1	1	1	1	1	1
MCM7	194	6	1	1	1	1	1	1	1	1	1
MDC1	1	1	1	1	1	1	1	22	24	1	154
MDH1	62	10	1	4	6	22	12	22	20	16	26
MDH2	1	1	1	1	4	16	20	36	56	30	38
ME2	1	1	1	1	1	6	30	24	88	34	18
MECR	1	1	1	1	1	1	1	22	122	40	18
MED1	1	1	1	1	1	1	1	1	1	1	1
MED10	200	1	1	1	1	1	1	1	1	1	1
MED30	12	96	66	8	10	1	4	1	1	1	4
MESDC2	1	6	8	4	22	42	26	32	38	18	4
MEST	1	1	1	1	40	92	1	36	1	1	32
METTL7B	1	1	1	10	10	20	30	26	8	42	52
MFAP1	1	1	1	4	72	82	34	4	1	1	6
MFF	1	1	6	1	1	10	28	34	92	28	4
MGAT1	10	134	56	1	1	1	1	1	1	1	1
MGST1	1	1	24	10	24	46	18	22	1	42	12
MGST2	10	36	32	1	26	44	12	10	6	26	1
MGST3	1	1	1	1	1	1	1	200	1	1	1
MIA3	1	1	6	1	18	72	30	18	36	12	6
MICAL2	1	1	36	1	54	46	62	1	1	1	1
MIF	58	56	34	6	8	12	4	8	1	8	6
MINK1	36	90	64	1	1	1	1	1	1	1	1
MIPEP	1	1	1	1	1	1	16	24	112	48	1
MKI67	1	1	1	1	1	1	1	1	28	1	172
MLEC	1	1	1	6	26	32	36	18	32	20	28
MLLT4	1	174	10	10	1	1	1	1	1	1	1
MMAA	1	1	1	1	1	1	1	1	200	1	1
MMAB	1	1	1	1	1	1	1	18	110	60	12
MMTAG2	1	56	140	4	1	1	1	1	1	1	1
MOB1B	98	102	1	1	1	1	1	1	1	1	1
MOGS	1	1	1	1	22	40	50	22	40	10	14
MORC2	1	94	106	1	1	1	1	1	1	1	1
MORF4L2	1	42	158	1	1	1	1	1	1	1	1
MOSPD2	1	1	1	12	44	62	38	14	20	4	6
MOV10	1	32	136	4	12	4	4	1	1	1	1
MP68	1	1	1	1	1	4	20	62	1	98	16
MPHOSPH10	1	1	200	1	1	1	1	1	1	1	1
MPHOSPH6	1	118	82	1	1	1	1	1	1	1	1
MPP6	1	180	1	1	20	1	1	1	1	1	1
MPP7	200	1	1	1	1	1	1	1	1	1	1
MRGBP	1	1	200	1	1	1	1	1	1	1	1
MROH6	40	78	70	4	8	1	1	1	1	1	1
MRPL1	1	1	1	1	1	1	1	6	190	4	1
MRPL11	1	1	1	1	1	1	1	1	1	200	1
MRPL12	1	1	1	1	1	12	14	68	1	54	50
MRPL13	1	1	1	1	1	1	1	1	1	1	1
MRPL15	1	1	1	1	1	1	1	1	200	1	1
MRPL17	1	1	1	1	1	1	1	1	1	1	1
MRPL18	1	1	1	1	1	1	1	1	1	1	1
MRPL19	1	1	34	1	1	1	10	14	72	58	14
MRPL27	18	1	24	8	10	32	10	8	12	56	20
MRPL37	1	1	1	1	1	1	1	120	44	36	1
MRPL38	1	1	1	1	1	1	1	10	100	84	8
MRPL39	1	1	1	1	1	1	1	46	60	52	42
MRPL40	1	1	1	1	1	1	1	1	1	1	1
MRPL43	1	1	1	1	1	1	1	1	1	1	1
MRPL44	46	1	1	1	16	1	10	18	56	22	30
MRPL46	1	1	1	1	1	1	20	56	48	58	16
MRPL47	1	1	1	1	1	1	1	1	1	200	1
MRPL48	1	1	1	1	1	1	1	1	1	1	1
MRPL53	1	1	1	1	1	1	1	1	1	200	1
MRPS15	1	1	1	1	1	1	1	1	200	1	1
MRPS2	1	30	1	1	1	1	12	22	44	74	18
MRPS22	1	1	1	1	1	1	12	42	36	50	60
MRPS23	6	1	1	1	1	6	12	20	82	58	18
MRPS26	1	1	1	1	1	1	1	30	112	46	12
MRPS27	1	1	1	1	1	1	1	16	160	22	1
MRPS28	1	1	1	1	1	1	1	1	1	200	1
MRPS31	1	1	1	1	1	1	1	1	200	1	1
MRPS33	1	1	1	1	1	1	1	1	1	84	116
MRPS34	4	6	1	1	1	1	6	32	42	64	46
MRPS36	1	1	1	1	1	1	1	56	1	84	60
MRPS5	1	1	1	1	1	1	16	38	72	46	28
MRTO4	1	156	40	1	1	1	1	1	1	1	1
MSH3	1	1	1	1	1	1	1	1	1	1	1
MSI2	1	1	130	1	52	18	1	1	1	1	1
MSMO1	1	1	1	1	28	54	34	12	68	1	6
MSN	46	104	44	4	1	1	1	1	1	1	1
MST1R	4	26	1	14	32	70	22	4	14	10	4
MTA2	14	118	66	1	1	1	1	1	1	1	1
MTCH1	1	1	1	1	1	1	200	1	1	1	1
MTCH2	1	1	1	1	6	14	34	38	66	30	10
MTDH	1	1	1	4	18	50	36	32	38	6	18
MTFP1	1	1	1	1	1	1	1	1	1	1	1
MTHFD1	80	98	6	1	1	1	1	1	1	1	8
MTHFD1L	10	1	1	1	1	1	36	24	66	46	18
MTHFD2	1	1	1	1	1	1	1	90	1	110	1
MTOR	1	1	1	1	1	1	1	1	1	1	1
MTUS1	1	200	1	1	1	1	1	1	1	1	1
MTX1	1	1	1	1	14	1	16	50	68	36	16
MTX2	1	1	1	1	1	10	22	48	56	42	22
MUC13	54	72	54	4	8	4	1	1	1	1	1
MUC2	4	22	16	6	20	30	28	16	20	12	24
MUC5AC	1	1	1	1	18	28	20	22	1	86	22
MUC5B	1	1	1	1	1	1	1	1	1	1	1
MUC6	10	14	1	4	22	44	34	18	16	20	18
MUT	1	1	1	1	1	1	22	36	110	10	22
MVP	1	1	134	22	24	12	4	1	1	1	1
MYADM	46	80	58	4	12	1	1	1	1	1	1
MYBBP1A	1	40	160	1	1	1	1	1	1	1	1
MYCBP	200	1	1	1	1	1	1	1	1	1	1
MYH10	1	1	1	1	1	1	1	1	1	1	1
MYH14	6	94	42	10	16	12	8	6	4	1	1
MYH9	8	84	42	10	20	12	8	4	6	1	4
MYL12B	42	84	30	10	12	6	4	4	1	1	4
MYL6	38	78	36	10	12	8	4	4	1	4	6
MYO18A	1	130	24	8	16	4	4	6	4	1	1
MYO1B	50	62	42	8	12	12	6	1	1	1	1
MYO1C	1	1	1	1	200	1	1	1	1	1	1
MYO1D	34	72	54	8	14	10	4	1	1	1	1
MYO1E	22	86	46	6	18	12	6	1	1	1	1
MYO3B	24	1	158	1	16	1	1	1	1	1	1
MYO5B	1	34	14	18	80	30	10	6	6	1	1
MYO6	1	92	66	8	18	4	4	1	1	1	1
MYO7B	1	1	1	1	1	1	1	1	1	1	1
MYOF	1	92	64	8	20	6	6	1	1	1	1
MZT2B	200	1	1	1	1	1	1	1	1	1	1
NACAP1	40	98	64	1	1	1	1	1	1	1	1
NADSYN1	200	1	1	1	1	1	1	1	1	1	1
NAGA	200	1	1	1	1	1	1	1	1	1	1
NAP1L4	126	74	1	1	1	1	1	1	1	1	1
NAPA	102	32	66	1	1	1	1	1	1	1	1
NAPG	42	84	76	1	1	1	1	1	1	1	1
NARS	18	66	112	1	1	1	1	1	1	1	1
NAT10	1	52	146	1	1	1	1	1	1	1	1
NBAS	1	1	1	1	20	92	32	4	12	32	6
NCALD	46	128	24	1	1	1	1	1	1	1	1
NCAPD3	4	196	1	1	1	1	1	1	1	1	1
NCBP1	18	38	144	1	1	1	1	1	1	1	1
NCEH1	1	1	1	1	4	50	54	36	32	1	18
NCKAP1	60	82	46	4	1	1	1	1	1	1	1
NCL	1	94	72	10	6	6	1	1	1	1	1
NCLN	1	1	1	1	30	40	30	30	38	10	18
NCSTN	18	82	44	10	14	10	8	1	4	1	4
NDRG1	94	64	8	8	1	6	8	8	1	1	4
NDUFA10	1	1	1	1	12	1	30	70	32	42	12
NDUFA12	1	1	1	1	1	1	1	84	1	116	1
NDUFA13	1	1	1	1	1	1	1	1	1	1	1
NDUFA2	1	1	1	1	1	1	1	1	1	200	1
NDUFA4	1	1	1	1	1	22	20	66	1	70	24
NDUFA5	1	1	1	6	1	1	1	76	1	92	26
NDUFA6	1	1	1	1	12	20	24	40	1	80	24
NDUFA7	1	1	1	1	1	1	1	78	1	122	1
NDUFA8	1	1	1	1	1	1	1	1	1	1	1
NDUFA9	1	1	1	1	4	20	16	24	94	24	16
NDUFAB1	1	1	1	1	1	1	12	78	1	68	42
NDUFAF2	1	1	1	1	1	1	1	1	1	1	1
NDUFAF3	1	1	1	1	1	1	1	1	1	200	1
NDUFAF4	1	1	1	1	1	1	1	38	52	106	6
NDUFB10	1	1	1	1	12	10	1	40	52	68	18
NDUFB11	1	1	1	1	1	28	24	40	1	76	32
NDUFB3	1	1	1	1	1	1	1	66	1	134	1
NDUFB4	1	1	1	1	1	1	1	1	1	200	1
NDUFB7	1	1	1	1	34	1	1	66	1	100	1
NDUFB9	1	1	1	1	8	58	10	28	34	44	20
NDUFC2	1	1	1	1	1	1	1	1	1	200	1
NDUFS1	1	1	1	1	4	16	24	44	80	18	16
NDUFS2	1	1	1	1	6	14	20	62	52	34	14
NDUFS3	1	1	1	1	1	54	48	18	42	20	14
NDUFS7	1	1	1	1	1	1	1	1	1	200	1
NDUFS8	1	1	1	6	1	1	1	34	112	38	10
NDUFV1	1	1	1	1	1	30	30	38	74	16	10
NDUFV2	1	1	1	1	1	1	6	28	64	84	12
NDUFV3	1	1	1	1	1	16	56	24	54	12	36
NEMF	1	74	124	1	1	1	1	1	1	1	1
NENF	1	1	1	40	94	1	66	1	1	1	1
NF2	24	140	38	1	1	1	1	1	1	1	1
NFU1	1	1	1	1	1	1	1	50	134	16	1
NHP2	1	1	200	1	1	1	1	1	1	1	1
NHP2L1	1	200	1	1	1	1	1	1	1	1	1
NIP7	1	200	1	1	1	1	1	1	1	1	1
NIPSNAP1	1	1	1	1	1	1	12	46	56	50	32
NLN	1	1	1	1	1	1	1	56	104	20	20
NME1	116	84	1	1	1	1	1	1	1	1	1
NMNAT1	1	1	40	100	12	38	1	10	1	1	1
NMT1	1	114	84	1	1	1	1	1	1	1	1
NNT	1	1	1	1	1	1	36	20	74	48	20
NOC2L	1	1	200	1	1	1	1	1	1	1	1
NOC3L	1	88	112	1	1	1	1	1	1	1	1
NOC4L	1	120	80	1	1	1	1	1	1	1	1
NOMO2	1	1	1	1	26	54	42	20	22	16	18
NONO	12	142	44	1	1	1	1	1	1	1	1
NOP2	1	72	128	1	1	1	1	1	1	1	1
NOP56	1	1	200	1	1	1	1	1	1	1	1
NPC2	174	26	1	1	1	1	1	1	1	1	1
NPEPPS	88	88	14	1	1	1	1	1	4	1	4
NPM1	1	88	76	14	6	4	1	1	1	1	1
NPM3	1	28	172	1	1	1	1	1	1	1	1
NPTN	58	1	1	8	30	52	38	1	12	1	1
NQO1	122	40	14	1	6	1	1	6	1	4	1
NRAS	52	148	1	1	1	1	1	1	1	1	1
NSDHL	1	8	22	8	28	42	24	22	22	10	16
NSF	106	92	1	1	1	1	1	1	1	1	1
NSUN2	1	84	112	1	1	1	1	1	1	1	1
NSUN5	1	200	1	1	1	1	1	1	1	1	1
NT5DC2	1	1	1	1	1	1	14	8	140	38	1
NUCB1	44	124	18	4	1	1	1	1	1	1	1
NUCB2	24	94	24	8	12	16	6	6	6	1	1
NUDC	200	1	1	1	1	1	1	1	1	1	1
NUDT19	1	1	1	1	1	1	26	56	64	38	18
NUDT21	54	106	42	1	1	1	1	1	1	1	1
NUDT5	200	1	1	1	1	1	1	1	1	1	1
NUFIP2	6	142	50	1	1	1	1	1	1	1	1
NUMA1	1	188	12	1	1	1	1	1	1	1	1
NUP210	1	1	1	1	12	44	36	30	38	24	16
NUP98	1	1	1	1	1	1	1	14	1	40	144
NXF1	1	22	176	1	1	1	1	1	1	1	1
OAS1	1	104	74	6	1	1	1	12	4	1	1
OAS3	1	118	82	1	1	1	1	1	1	1	1
OASL	1	1	200	1	1	1	1	1	1	1	1
OAT	1	1	1	1	1	1	26	10	102	54	6
OCIAD1	1	1	1	1	14	32	22	52	54	8	20
OCIAD2	1	1	1	1	1	1	1	60	1	140	1
OCLN	200	1	1	1	1	1	1	1	1	1	1
ODR4	1	1	1	1	18	52	62	30	30	1	12
OGDH	1	1	1	1	1	6	12	22	78	54	26
OLA1	1	1	1	1	1	1	1	1	1	1	1
OPA1	1	1	1	1	12	18	34	38	70	16	12
ORMDL1	1	1	1	1	1	1	1	1	1	1	1
ORMDL2	1	1	24	10	32	60	22	1	1	36	18
ORMDL3	1	1	30	1	38	18	34	28	1	32	18
OS9	1	1	1	1	50	132	18	1	1	1	1
OSBPL5	1	1	1	1	46	40	44	14	22	10	18
OSBPL8	1	1	6	1	44	34	38	34	18	16	8
OSTC	1	1	1	6	4	28	24	26	4	108	1
OXA1L	1	1	1	1	6	20	42	38	48	28	18
OXCT1	1	1	1	1	1	1	24	32	102	30	8
OXSR1	52	70	42	4	8	6	6	4	1	1	8
P4HA1	1	1	6	4	38	54	34	4	36	12	12
P4HA2	1	1	1	4	18	78	56	18	26	1	1
P4HB	4	10	16	4	28	36	30	28	20	8	14
PA2G4	4	134	60	1	1	1	1	1	1	1	1
PABPC1	6	50	114	12	6	4	4	1	1	1	1
PABPC4	4	50	122	10	4	1	1	1	1	1	1
PABPN1	4	18	110	12	28	18	8	4	1	1	1
PACSIN2	40	68	84	8	1	1	1	1	1	1	1
PACSIN3	32	112	42	8	1	4	1	1	1	1	1
PAFAH1B2	1	1	1	1	1	1	1	200	1	1	1
PAFAH1B3	142	28	1	1	6	6	1	4	4	4	1
PAFAH2	1	1	1	1	1	10	20	38	88	28	16
PAG1	92	48	60	1	1	1	1	1	1	1	1
PAICS	90	90	1	1	1	1	1	6	4	1	4
PAK2	150	1	1	4	1	1	1	16	1	1	30
PAM16	1	1	1	1	1	1	1	1	1	200	1
PAPSS2	200	1	1	1	1	1	1	1	1	1	1
PARD6B	1	54	28	1	1	1	1	118	1	1	1
PARK7	152	1	1	1	1	1	1	1	20	1	28
PARP1	1	98	96	1	1	1	1	1	1	1	1
PARP4	1	1	150	16	24	8	1	1	1	1	1
PBRM1	1	88	112	1	1	1	1	1	1	1	1
PBXIP1	1	1	1	1	30	114	22	10	16	1	10
PC	1	1	1	1	1	1	24	24	56	82	14
PCBP1	24	54	40	6	16	14	12	12	8	4	8
PCBP2	22	74	68	1	10	8	4	1	6	1	6
PCCB	1	1	1	1	1	1	1	68	88	44	1
PCK2	1	1	1	1	1	10	28	26	80	22	32
PCM1	1	32	100	14	26	14	8	1	1	1	1
PCMT1	1	166	1	1	1	1	1	34	1	1	1
PCNA	140	32	14	1	1	4	1	1	1	6	1
PCYOX1	1	1	12	1	22	50	46	14	30	8	12
PCYOX1L	1	1	1	1	1	200	1	1	1	1	1
PDAP1	130	70	1	1	1	1	1	1	1	1	1
PDCD10	56	144	1	1	1	1	1	1	1	1	1
PDCD4	200	1	1	1	1	1	1	1	1	1	1
PDCD5	200	1	1	1	1	1	1	1	1	1	1
PDCD6	6	146	46	1	1	1	1	1	1	1	1
PDCD6IP	116	22	20	1	12	8	4	4	6	1	8
PDCL	200	1	1	1	1	1	1	1	1	1	1
PDHA1	1	1	1	1	1	1	10	48	80	42	18
PDHB	1	1	1	1	1	6	18	34	92	22	24
PDHX	1	1	1	1	1	1	10	32	112	1	46
PDIA3	1	8	14	6	20	46	32	26	26	8	10
PDIA4	1	1	1	1	22	52	46	28	34	6	12
PDIA5	6	6	16	4	22	58	12	32	26	4	12
PDIA6	1	1	1	4	40	48	42	18	28	6	14
PDK1	1	1	1	1	1	1	1	1	152	1	48
PDK3	1	1	1	1	1	1	1	24	124	36	16
PDLIM1	36	132	1	4	16	1	4	1	1	1	8
PDLIM5	118	1	40	1	4	4	4	1	1	1	30
PDPR	1	1	1	1	1	1	1	1	112	88	1
PDS5A	1	200	1	1	1	1	1	1	1	1	1
PDS5B	1	128	72	1	1	1	1	1	1	1	1
PDZD11	1	1	1	1	1	1	1	1	1	1	1
PEBP1	106	54	20	1	6	1	1	6	1	4	1
PECR	1	1	1	1	1	1	1	1	132	36	30
PELP1	1	4	162	16	16	1	1	1	1	1	1
PEPD	38	142	22	1	1	1	1	1	1	1	1
PES1	1	30	170	1	1	1	1	1	1	1	1
PEX1	1	1	1	1	4	14	34	8	54	42	44
PEX11A	1	1	1	1	1	1	1	76	1	24	100
PEX11B	1	1	1	1	1	14	24	28	40	58	34
PEX13	1	1	1	1	1	12	16	52	68	8	42
PEX14	1	1	1	1	18	30	50	24	34	14	26
PEX16	1	1	68	1	1	26	16	18	32	16	22
PEX19	1	1	1	1	1	1	1	1	1	88	112
PEX3	1	1	1	1	4	28	34	34	48	14	38
PEX6	1	1	1	1	1	1	1	1	84	48	68
PFDN2	200	1	1	1	1	1	1	1	1	1	1
PFKL	146	40	14	1	1	1	1	1	1	1	1
PFKM	180	6	12	1	1	1	1	1	1	1	1
PFKP	182	14	1	1	1	1	1	1	1	1	1
PFN1	80	36	38	4	10	12	1	8	1	4	6
PGAM1	56	130	1	1	1	1	1	10	1	1	4
PGAM5	1	1	1	1	8	22	32	26	60	34	18
PGD	150	44	1	1	1	1	1	4	1	1	1
PGK1	54	92	22	4	1	1	4	10	1	1	4
PGRMC1	4	8	20	6	28	36	22	24	24	18	12
PGRMC2	1	10	16	4	24	52	24	14	22	16	14
PHB	1	1	1	1	18	20	28	34	50	28	18
PHB2	1	1	1	1	16	16	24	30	54	40	18
PHF2	1	1	1	1	1	1	1	1	1	1	1
PHF6	1	92	108	1	1	1	1	1	1	1	1
PHF8	1	1	1	1	1	1	1	1	1	1	1
PHGDH	66	58	26	4	10	10	10	4	6	1	4
